RoadSpeed,TirePressure,InclinationAngle,NormalForce,SlipAngle,ElapsedTime,Index
25,12,0,-151.55,0.003,102.33,A2356raw14.mat_Line10234
25,12,0,-149.08,0.004,102.34,A2356raw14.mat_Line10235
25,12,0,-146.59,0.01,102.35,A2356raw14.mat_Line10236
25,12,0,-144.9,-0.007,102.36,A2356raw14.mat_Line10237
25,12,0,-144.35,-0.001,102.37,A2356raw14.mat_Line10238
25,12,0,-146.29,0.002,102.38,A2356raw14.mat_Line10239
25,12,0,-148.73,-0.001,102.39,A2356raw14.mat_Line10240
25,12,0,-152.18,-0.001,102.41,A2356raw14.mat_Line10242
25,12,0,-153.15,0.002,102.42,A2356raw14.mat_Line10243
25,12,0,-152.64,-0.004,102.43,A2356raw14.mat_Line10244
25,12,0,-151.43,-0.001,102.44,A2356raw14.mat_Line10245
25,12,0,-149.39,0.006,102.45,A2356raw14.mat_Line10246
25,12,0,-146.89,0.006,102.46,A2356raw14.mat_Line10247
25,12,0,-145.09,-0.01,102.47,A2356raw14.mat_Line10248
25,12,0,-144.59,0.007,102.48,A2356raw14.mat_Line10249
25,12,0,-145.5,0.002,102.49,A2356raw14.mat_Line10250
25,12,0,-147.56,-0.007,102.5,A2356raw14.mat_Line10251
25,12,0,-149.4,-0.001,102.51,A2356raw14.mat_Line10252
25,12,0,-151.08,0.006,102.52,A2356raw14.mat_Line10253
25,12,0,-152.33,-0.003,102.53,A2356raw14.mat_Line10254
25,12,0,-152.72,0.004,102.54,A2356raw14.mat_Line10255
25,12,0,-151.71,0.003,102.55,A2356raw14.mat_Line10256
25,12,0,-149.24,-0.007,102.56,A2356raw14.mat_Line10257
25,12,0,-147.19,-0.003,102.57,A2356raw14.mat_Line10258
25,12,0,-145.46,-0.008,102.58,A2356raw14.mat_Line10259
25,12,0,-144.55,0.004,102.59,A2356raw14.mat_Line10260
25,12,0,-145.59,-0.011,102.6,A2356raw14.mat_Line10261
25,12,0,-146.98,-0.003,102.61,A2356raw14.mat_Line10262
25,12,0,-149.31,-0.003,102.62,A2356raw14.mat_Line10263
25,12,0,-151.24,-0.003,102.63,A2356raw14.mat_Line10264
25,12,0,-152.68,0.007,102.64,A2356raw14.mat_Line10265
25,12,0,-152.81,-0.004,102.65,A2356raw14.mat_Line10266
25,12,0,-151.93,0.009,102.66,A2356raw14.mat_Line10267
25,12,0,-149.97,0.01,102.67,A2356raw14.mat_Line10268
25,12,0,-146.87,-0.006,102.68,A2356raw14.mat_Line10269
25,12,0,-145.22,0.004,102.69,A2356raw14.mat_Line10270
25,12,0,-144.43,0.007,102.7,A2356raw14.mat_Line10271
25,12,0,-145.42,-0.006,102.71,A2356raw14.mat_Line10272
25,12,0,-146.62,0.003,102.72,A2356raw14.mat_Line10273
25,12,0,-148.31,-0.013,102.73,A2356raw14.mat_Line10274
25,12,0,-151.15,0.007,102.74,A2356raw14.mat_Line10275
25,12,0,-152.47,0.002,102.75,A2356raw14.mat_Line10276
25,12,0,-152.76,0.003,102.76,A2356raw14.mat_Line10277
25,12,0,-152.13,0.004,102.77,A2356raw14.mat_Line10278
25,12,0,-150.31,-0.006,102.78,A2356raw14.mat_Line10279
25,12,0,-145.68,-0.007,102.8,A2356raw14.mat_Line10281
25,12,0,-143.91,0.006,102.81,A2356raw14.mat_Line10282
25,12,0,-143.98,0.01,102.82,A2356raw14.mat_Line10283
25,12,0,-145.59,0.002,102.83,A2356raw14.mat_Line10284
25,12,0,-148.27,-0.008,102.84,A2356raw14.mat_Line10285
25,12,0,-149.75,0.004,102.85,A2356raw14.mat_Line10286
25,12,0,-151.66,0,102.86,A2356raw14.mat_Line10287
25,12,0,-152.86,0.007,102.87,A2356raw14.mat_Line10288
25,12,-0,-152.17,-0.008,102.88,A2356raw14.mat_Line10289
25,12,-0,-150.77,0.004,102.89,A2356raw14.mat_Line10290
25,12,0,-148.36,-0.006,102.9,A2356raw14.mat_Line10291
25,12,0,-143.43,-0.008,102.93,A2356raw14.mat_Line10294
25,12,0,-145.34,0.01,102.94,A2356raw14.mat_Line10295
25,12,0,-147.4,0.01,102.95,A2356raw14.mat_Line10296
25,12,0,-149.78,0,102.96,A2356raw14.mat_Line10297
25,12,0,-151.99,-0.001,102.97,A2356raw14.mat_Line10298
25,12,0,-152.83,0.006,102.98,A2356raw14.mat_Line10299
25,12,0,-152.2,-0.014,102.99,A2356raw14.mat_Line10300
25,12,0,-150.99,0.002,103,A2356raw14.mat_Line10301
25,12,0,-145.13,0.012,103.02,A2356raw14.mat_Line10303
25,12,0,-143.34,-0.004,103.03,A2356raw14.mat_Line10304
25,12,0,-147.27,-0.001,103.06,A2356raw14.mat_Line10307
25,12,0,-149.75,0,103.07,A2356raw14.mat_Line10308
25,12,0,-151.59,-0.007,103.08,A2356raw14.mat_Line10309
25,12,0,-150.48,-0.003,103.11,A2356raw14.mat_Line10312
25,12,0,-147.77,0.004,103.12,A2356raw14.mat_Line10313
25,12,0,-144.97,0.01,103.13,A2356raw14.mat_Line10314
25,12,-0,-143.89,-0.007,103.14,A2356raw14.mat_Line10315
25,12,0,-143.34,-0.003,103.15,A2356raw14.mat_Line10316
25,12,0,-145.3,-0.001,103.16,A2356raw14.mat_Line10317
25,12,-0,-147.35,0.004,103.17,A2356raw14.mat_Line10318
25,12,0,-149.37,-0.003,103.18,A2356raw14.mat_Line10319
25,12,0,-151.4,-0.011,103.19,A2356raw14.mat_Line10320
25,12,0,-152.32,0.004,103.21,A2356raw14.mat_Line10322
25,12,0,-150.86,0.006,103.22,A2356raw14.mat_Line10323
25,12,0,-148.47,0.004,103.23,A2356raw14.mat_Line10324
25,12,0,-146.1,0.002,103.24,A2356raw14.mat_Line10325
25,12,0,-144.07,-0.001,103.25,A2356raw14.mat_Line10326
25,12,0,-143.55,-0.001,103.26,A2356raw14.mat_Line10327
25,12,0,-146.62,0,103.28,A2356raw14.mat_Line10329
25,12,0,-150.76,-0.004,103.3,A2356raw14.mat_Line10331
25,12,0,-152.28,-0.011,103.31,A2356raw14.mat_Line10332
25,12,0,-151.83,-0.001,103.32,A2356raw14.mat_Line10333
25,12,0,-148.18,0.009,103.34,A2356raw14.mat_Line10335
25,12,0,-145.48,0.002,103.35,A2356raw14.mat_Line10336
25,12,0,-143.57,0.012,103.36,A2356raw14.mat_Line10337
25,12,0,-143.24,-0.003,103.37,A2356raw14.mat_Line10338
25,12,0,-143.86,0.006,103.38,A2356raw14.mat_Line10339
25,12,0,-146.36,0.004,103.39,A2356raw14.mat_Line10340
25,12,0,-151.87,0.002,103.42,A2356raw14.mat_Line10343
25,12,0,-151.87,0.007,103.43,A2356raw14.mat_Line10344
25,12,0,-151.39,-0.006,103.44,A2356raw14.mat_Line10345
25,12,0,-147.24,0.006,103.46,A2356raw14.mat_Line10347
25,12,0,-143.73,0.009,103.48,A2356raw14.mat_Line10349
25,12,0,-144.23,0.003,103.49,A2356raw14.mat_Line10350
25,12,0,-148.61,0.013,103.51,A2356raw14.mat_Line10352
25,12,0,-150.54,-0.007,103.52,A2356raw14.mat_Line10353
25,12,0,-151.67,-0.006,103.53,A2356raw14.mat_Line10354
25,12,0,-152.12,0.003,103.54,A2356raw14.mat_Line10355
25,12,-0,-143.98,-0.011,103.6,A2356raw14.mat_Line10361
25,12,0,-145.92,-0.003,103.61,A2356raw14.mat_Line10362
25,12,0,-147.82,-0.004,103.62,A2356raw14.mat_Line10363
25,12,0,-150.56,0.006,103.63,A2356raw14.mat_Line10364
25,12,0,-151.88,0.012,103.64,A2356raw14.mat_Line10365
25,12,0,-152.22,0.002,103.65,A2356raw14.mat_Line10366
25,12,0,-151.7,0,103.66,A2356raw14.mat_Line10367
25,12,0,-150.03,0.01,103.67,A2356raw14.mat_Line10368
25,12,0,-144.94,0,103.69,A2356raw14.mat_Line10370
25,12,0,-143.96,0.004,103.7,A2356raw14.mat_Line10371
25,12,0,-143.91,-0.001,103.71,A2356raw14.mat_Line10372
25,12,-0,-145.69,-0.006,103.72,A2356raw14.mat_Line10373
25,12,0,-147.76,0,103.73,A2356raw14.mat_Line10374
25,12,0,-149.62,0,103.74,A2356raw14.mat_Line10375
25,12,-0,-152.42,-0.004,103.75,A2356raw14.mat_Line10376
25,12,0,-152.45,-0.004,103.76,A2356raw14.mat_Line10377
25,12,0,-151.47,-0.007,103.77,A2356raw14.mat_Line10378
25,12,0,-150.42,0,103.78,A2356raw14.mat_Line10379
25,12,0,-145.4,-0.001,103.8,A2356raw14.mat_Line10381
25,12,0,-143.82,-0.006,103.81,A2356raw14.mat_Line10382
25,12,0,-145.04,-0.003,103.83,A2356raw14.mat_Line10384
25,12,0,-147.73,-0.004,103.84,A2356raw14.mat_Line10385
25,12,0,-150.29,-0.001,103.85,A2356raw14.mat_Line10386
25,12,0,-151.75,0.004,103.86,A2356raw14.mat_Line10387
25,12,0,-152.56,0.007,103.87,A2356raw14.mat_Line10388
25,12,0,-152.58,0.004,103.88,A2356raw14.mat_Line10389
25,12,0,-150.4,0,103.89,A2356raw14.mat_Line10390
25,12,0,-147.88,-0.004,103.9,A2356raw14.mat_Line10391
25,12,0,-145.38,0.002,103.91,A2356raw14.mat_Line10392
25,12,-0,-151.56,0.007,103.97,A2356raw14.mat_Line10398
25,12,0,-152.33,-0.004,103.98,A2356raw14.mat_Line10399
25,12,0,-152.37,-0.003,103.99,A2356raw14.mat_Line10400
25,12,0,-150.79,-0.013,104,A2356raw14.mat_Line10401
25,12,0,-148.88,-0.004,104.01,A2356raw14.mat_Line10402
25,12,0,-146.21,-0.001,104.02,A2356raw14.mat_Line10403
25,12,0,-143.39,0.004,104.04,A2356raw14.mat_Line10405
25,12,0,-144.62,0.004,104.05,A2356raw14.mat_Line10406
25,12,0,-146.9,0.012,104.06,A2356raw14.mat_Line10407
25,12,0,-151.15,0.002,104.08,A2356raw14.mat_Line10409
25,12,0,-150.95,0.004,104.11,A2356raw14.mat_Line10412
25,12,0,-149.13,0.007,104.12,A2356raw14.mat_Line10413
25,12,0,-146.56,-0.001,104.13,A2356raw14.mat_Line10414
25,12,0,-144.32,-0.001,104.14,A2356raw14.mat_Line10415
25,12,0,-143.95,0.003,104.15,A2356raw14.mat_Line10416
25,12,0,-144.02,0.004,104.16,A2356raw14.mat_Line10417
25,12,0,-146.2,0.009,104.17,A2356raw14.mat_Line10418
25,12,0,-148.53,0.004,104.18,A2356raw14.mat_Line10419
25,12,0,-150.72,-0.004,104.19,A2356raw14.mat_Line10420
25,12,0,-152.03,0.003,104.2,A2356raw14.mat_Line10421
25,12,0,-151.81,0.003,104.21,A2356raw14.mat_Line10422
25,12,0,-151.12,0.01,104.22,A2356raw14.mat_Line10423
25,12,0,-148.9,-0.003,104.23,A2356raw14.mat_Line10424
25,12,0,-146.81,-0.004,104.24,A2356raw14.mat_Line10425
25,12,0,-144.73,-0.003,104.25,A2356raw14.mat_Line10426
25,12,0,-143.48,-0.001,104.26,A2356raw14.mat_Line10427
25,12,0,-146.68,-0.004,104.28,A2356raw14.mat_Line10429
25,12,0,-149.2,0.009,104.29,A2356raw14.mat_Line10430
25,12,0,-151.24,0,104.3,A2356raw14.mat_Line10431
25,12,0,-152.36,-0.001,104.31,A2356raw14.mat_Line10432
25,12,0,-151.91,-0.006,104.33,A2356raw14.mat_Line10434
25,12,0,-149.28,0,104.34,A2356raw14.mat_Line10435
25,12,0,-145.08,0.004,104.36,A2356raw14.mat_Line10437
25,12,0,-148.52,0,104.4,A2356raw14.mat_Line10441
25,12,0,-145.37,-0.008,104.47,A2356raw14.mat_Line10448
25,12,0,-143.5,-0.004,104.48,A2356raw14.mat_Line10449
25,12,0,-148.16,-0.007,104.51,A2356raw14.mat_Line10452
25,12,0,-151.89,0,104.55,A2356raw14.mat_Line10456
25,12,0,-150.07,-0.013,104.56,A2356raw14.mat_Line10457
25,12,0,-147.71,0.007,104.57,A2356raw14.mat_Line10458
25,12,0,-145.1,0.003,104.58,A2356raw14.mat_Line10459
25,12,0,-143.66,0.003,104.59,A2356raw14.mat_Line10460
25,12,0,-148.05,0.006,104.62,A2356raw14.mat_Line10463
25,12,0,-152.16,-0.006,104.65,A2356raw14.mat_Line10466
25,12,0,-152.12,0,104.66,A2356raw14.mat_Line10467
25,12,0,-150.94,0.006,104.67,A2356raw14.mat_Line10468
25,12,0,-148.01,0.002,104.68,A2356raw14.mat_Line10469
25,12,0,-143.72,-0.001,104.71,A2356raw14.mat_Line10472
25,12,0,-145.2,-0.007,104.72,A2356raw14.mat_Line10473
25,12,0,-149.67,0.006,104.74,A2356raw14.mat_Line10475
25,12,0,-151.19,-0.004,104.75,A2356raw14.mat_Line10476
25,12,0,-152.05,0.009,104.77,A2356raw14.mat_Line10478
25,12,0,-150.78,-0.003,104.78,A2356raw14.mat_Line10479
25,12,0,-143.95,0.004,104.81,A2356raw14.mat_Line10482
25,12,0,-144.01,0.003,104.82,A2356raw14.mat_Line10483
25,12,0,-145.35,-0.003,104.83,A2356raw14.mat_Line10484
25,12,0,-148.94,-0.003,104.85,A2356raw14.mat_Line10486
25,12,0,-150.97,0.007,104.86,A2356raw14.mat_Line10487
25,12,0,-152.09,0,104.87,A2356raw14.mat_Line10488
25,12,0,-152.48,0.007,104.88,A2356raw14.mat_Line10489
25,12,0,-149.37,-0.007,104.9,A2356raw14.mat_Line10491
25,12,0,-144.85,0.002,104.94,A2356raw14.mat_Line10495
25,12,0,-146.12,0.007,104.95,A2356raw14.mat_Line10496
25,12,0,-149.06,0.007,104.96,A2356raw14.mat_Line10497
25,12,0,-150.7,0,104.97,A2356raw14.mat_Line10498
25,12,0,-151.79,-0.006,104.98,A2356raw14.mat_Line10499
25,12,0,-151.26,0.01,105,A2356raw14.mat_Line10501
25,12,0,-146.35,0.004,105.02,A2356raw14.mat_Line10503
25,12,0,-144.21,-0.006,105.03,A2356raw14.mat_Line10504
25,12,0,-143.77,0.009,105.05,A2356raw14.mat_Line10506
25,12,0,-145.79,0.007,105.06,A2356raw14.mat_Line10507
25,12,0,-148.01,-0.004,105.07,A2356raw14.mat_Line10508
25,12,0,-152.5,0.003,105.1,A2356raw14.mat_Line10511
25,12,0,-151.97,-0.003,105.11,A2356raw14.mat_Line10512
25,12,0,-149.68,0.013,105.12,A2356raw14.mat_Line10513
25,12,0,-147.16,0.009,105.13,A2356raw14.mat_Line10514
25,12,0,-144.79,-0.006,105.14,A2356raw14.mat_Line10515
25,12,0,-143.53,0,105.15,A2356raw14.mat_Line10516
25,12,0,-146.07,0.006,105.17,A2356raw14.mat_Line10518
25,12,0,-147.82,0.007,105.18,A2356raw14.mat_Line10519
25,12,0,-150.75,0.01,105.19,A2356raw14.mat_Line10520
25,12,0,-152.45,0.016,105.2,A2356raw14.mat_Line10521
25,12,0,-153.07,0.004,105.21,A2356raw14.mat_Line10522
25,12,0,-152.37,-0.006,105.22,A2356raw14.mat_Line10523
25,12,0,-150.2,-0.001,105.23,A2356raw14.mat_Line10524
25,12,0,-147.46,0.017,105.24,A2356raw14.mat_Line10525
25,12,0,-145.64,-0.008,105.25,A2356raw14.mat_Line10526
25,12,0,-144.04,0.006,105.26,A2356raw14.mat_Line10527
25,12,0,-143.49,0.003,105.27,A2356raw14.mat_Line10528
25,12,0,-145.43,-0.004,105.28,A2356raw14.mat_Line10529
25,12,0,-147.79,0.002,105.29,A2356raw14.mat_Line10530
25,12,0,-152.17,0.002,105.31,A2356raw14.mat_Line10532
25,12,0,-153.2,0.012,105.32,A2356raw14.mat_Line10533
25,12,0,-151.92,0.006,105.33,A2356raw14.mat_Line10534
25,12,0,-147.6,0,105.35,A2356raw14.mat_Line10536
25,12,0,-145.45,-0.001,105.36,A2356raw14.mat_Line10537
25,12,0,-143.69,-0.006,105.37,A2356raw14.mat_Line10538
25,12,0,-143.94,0.003,105.38,A2356raw14.mat_Line10539
25,12,0,-145.1,-0.001,105.39,A2356raw14.mat_Line10540
25,12,0,-147.95,0.003,105.4,A2356raw14.mat_Line10541
25,12,0,-150.05,0.002,105.41,A2356raw14.mat_Line10542
25,12,0,-151.91,0.012,105.42,A2356raw14.mat_Line10543
25,12,0,-151.66,-0.008,105.44,A2356raw14.mat_Line10545
25,12,0,-144.01,0.01,105.48,A2356raw14.mat_Line10549
25,12,0,-143.62,0.007,105.49,A2356raw14.mat_Line10550
25,12,0,-145.44,-0.004,105.5,A2356raw14.mat_Line10551
25,12,0,-147.18,0.003,105.51,A2356raw14.mat_Line10552
25,12,0,-149.29,0,105.52,A2356raw14.mat_Line10553
25,12,0,-151.31,0.013,105.53,A2356raw14.mat_Line10554
25,12,-0,-152.38,-0.006,105.54,A2356raw14.mat_Line10555
25,12,0,-152.26,-0.003,105.55,A2356raw14.mat_Line10556
25,12,-0,-151.19,0.007,105.56,A2356raw14.mat_Line10557
25,12,0,-148.8,0.009,105.57,A2356raw14.mat_Line10558
25,12,0,-146.61,-0.003,105.58,A2356raw14.mat_Line10559
25,12,0,-144.01,-0.004,105.6,A2356raw14.mat_Line10561
25,12,0,-146.91,-0.004,105.62,A2356raw14.mat_Line10563
25,12,0,-149.26,0.007,105.63,A2356raw14.mat_Line10564
25,12,0,-151.32,-0.008,105.64,A2356raw14.mat_Line10565
25,12,0,-151.28,0.01,105.67,A2356raw14.mat_Line10568
25,12,0,-148.94,0,105.68,A2356raw14.mat_Line10569
25,12,0,-144.65,-0.004,105.7,A2356raw14.mat_Line10571
25,12,0,-144.08,0.007,105.71,A2356raw14.mat_Line10572
25,12,0,-144.47,-0.01,105.72,A2356raw14.mat_Line10573
25,12,0,-146.65,0,105.73,A2356raw14.mat_Line10574
25,12,0,-148.55,0.006,105.74,A2356raw14.mat_Line10575
25,12,0,-152.41,0.006,105.76,A2356raw14.mat_Line10577
25,12,0,-152.32,0.004,105.77,A2356raw14.mat_Line10578
25,12,0,-151.02,0,105.78,A2356raw14.mat_Line10579
25,12,0,-149.91,0.006,105.79,A2356raw14.mat_Line10580
25,12,0,-143.48,0.01,105.82,A2356raw14.mat_Line10583
25,12,0,-145.92,0.006,105.84,A2356raw14.mat_Line10585
25,12,0,-151.72,-0.003,105.87,A2356raw14.mat_Line10588
25,12,0,-151.16,0.01,105.89,A2356raw14.mat_Line10590
25,12,0,-149.76,0,105.9,A2356raw14.mat_Line10591
25,12,0,-146.76,0.012,105.91,A2356raw14.mat_Line10592
25,12,0,-143.4,-0.001,105.93,A2356raw14.mat_Line10594
25,12,0,-145.92,0.002,105.95,A2356raw14.mat_Line10596
25,12,-0,-148.33,0.003,105.96,A2356raw14.mat_Line10597
25,12,0,-150.59,-0.001,105.97,A2356raw14.mat_Line10598
25,12,-0,-151.91,0,105.98,A2356raw14.mat_Line10599
25,12,0,-152.1,0.002,105.99,A2356raw14.mat_Line10600
25,12,0,-151.89,0.006,106,A2356raw14.mat_Line10601
25,12,0,-147.65,-0.003,106.02,A2356raw14.mat_Line10603
25,12,0,-145.48,0.002,106.03,A2356raw14.mat_Line10604
25,12,0,-145.69,-0.004,106.06,A2356raw14.mat_Line10607
25,12,0,-150.47,-0.008,106.08,A2356raw14.mat_Line10609
25,12,0,-151.75,0.01,106.09,A2356raw14.mat_Line10610
25,12,0,-151.78,-0.003,106.1,A2356raw14.mat_Line10611
25,12,0,-152,0.002,106.11,A2356raw14.mat_Line10612
25,12,0,-149.9,0.006,106.12,A2356raw14.mat_Line10613
25,12,0,-147.84,0.003,106.13,A2356raw14.mat_Line10614
25,12,0,-143.91,-0.006,106.16,A2356raw14.mat_Line10617
25,12,-0,-147.86,0.006,106.18,A2356raw14.mat_Line10619
25,12,0,-151.17,0.007,106.19,A2356raw14.mat_Line10620
25,12,0,-155.45,0.013,106.2,A2356raw14.mat_Line10621
25,12,0,-165.72,-0.001,106.23,A2356raw14.mat_Line10624
25,12,0,-163.24,-0.01,106.24,A2356raw14.mat_Line10625
25,12,0,-156.46,0,106.26,A2356raw14.mat_Line10627
25,12,0,-156.47,0,106.27,A2356raw14.mat_Line10628
25,12,0,-160.03,0.007,106.28,A2356raw14.mat_Line10629
25,12,0,-164.65,-0.008,106.29,A2356raw14.mat_Line10630
25,12,0,-170.19,0.003,106.3,A2356raw14.mat_Line10631
25,12,0,-177.03,-0.008,106.31,A2356raw14.mat_Line10632
25,12,0,-182.91,-0.001,106.32,A2356raw14.mat_Line10633
25,12,0,-187.15,-0.003,106.33,A2356raw14.mat_Line10634
25,12,0,-188.31,0.003,106.35,A2356raw14.mat_Line10636
25,12,0,-182.24,-0.004,106.37,A2356raw14.mat_Line10638
25,12,0,-181.21,-0.004,106.38,A2356raw14.mat_Line10639
25,12,0,-182.57,0.007,106.39,A2356raw14.mat_Line10640
25,12,0,-186.99,0.013,106.4,A2356raw14.mat_Line10641
25,12,0,-191.96,0.013,106.41,A2356raw14.mat_Line10642
25,12,0,-197.37,-0.006,106.42,A2356raw14.mat_Line10643
25,12,0,-201.77,-0.004,106.43,A2356raw14.mat_Line10644
25,12,0,-203.97,0.013,106.45,A2356raw14.mat_Line10646
25,12,0,-201.52,0.002,106.46,A2356raw14.mat_Line10647
25,12,0,-197.66,-0.006,106.47,A2356raw14.mat_Line10648
25,12,0,-194.71,-0.003,106.48,A2356raw14.mat_Line10649
25,12,0,-192.52,0.003,106.49,A2356raw14.mat_Line10650
25,12,0,-193.31,-0.003,106.5,A2356raw14.mat_Line10651
25,12,0,-195.81,0.003,106.51,A2356raw14.mat_Line10652
25,12,0,-199.41,-0.008,106.52,A2356raw14.mat_Line10653
25,12,0,-202.86,-0.004,106.53,A2356raw14.mat_Line10654
25,12,0,-205.35,-0.003,106.54,A2356raw14.mat_Line10655
25,12,0,-206.6,0,106.55,A2356raw14.mat_Line10656
25,12,0,-205.26,-0.003,106.56,A2356raw14.mat_Line10657
25,12,0,-202.97,-0.004,106.57,A2356raw14.mat_Line10658
25,12,0,-199.29,-0.01,106.58,A2356raw14.mat_Line10659
25,12,0,-197.08,-0.001,106.59,A2356raw14.mat_Line10660
25,12,0,-195.01,0.013,106.6,A2356raw14.mat_Line10661
25,12,0,-195.35,-0.004,106.61,A2356raw14.mat_Line10662
25,12,0,-196.8,0.003,106.62,A2356raw14.mat_Line10663
25,12,0,-199.5,0,106.63,A2356raw14.mat_Line10664
25,12,0,-202.2,0.007,106.64,A2356raw14.mat_Line10665
25,12,0,-205.01,-0.001,106.65,A2356raw14.mat_Line10666
25,12,0,-205.2,-0.004,106.66,A2356raw14.mat_Line10667
25,12,0,-204.99,0,106.67,A2356raw14.mat_Line10668
25,12,0,-202.29,0.016,106.68,A2356raw14.mat_Line10669
25,12,0,-198.81,0.003,106.69,A2356raw14.mat_Line10670
25,12,0,-195.42,-0.011,106.7,A2356raw14.mat_Line10671
25,12,0,-193.96,0.006,106.71,A2356raw14.mat_Line10672
25,12,0,-194.16,0.004,106.72,A2356raw14.mat_Line10673
25,12,0,-196.07,0.004,106.73,A2356raw14.mat_Line10674
25,12,0,-199.15,-0.006,106.74,A2356raw14.mat_Line10675
25,12,-0,-202.09,-0.001,106.75,A2356raw14.mat_Line10676
25,12,0,-205.01,0.006,106.76,A2356raw14.mat_Line10677
25,12,0,-205.68,-0.006,106.77,A2356raw14.mat_Line10678
25,12,0,-205.28,-0.003,106.78,A2356raw14.mat_Line10679
25,12,0,-202.8,0.006,106.79,A2356raw14.mat_Line10680
25,12,0,-198.97,-0.004,106.8,A2356raw14.mat_Line10681
25,12,0,-196.07,-0.004,106.81,A2356raw14.mat_Line10682
25,12,0,-193.85,-0.003,106.82,A2356raw14.mat_Line10683
25,12,0,-193.82,0.003,106.83,A2356raw14.mat_Line10684
25,12,0,-195.47,0,106.84,A2356raw14.mat_Line10685
25,12,0,-198.62,-0.006,106.85,A2356raw14.mat_Line10686
25,12,0,-201.83,0.003,106.86,A2356raw14.mat_Line10687
25,12,0,-204.12,0.007,106.87,A2356raw14.mat_Line10688
25,12,0,-205.08,0.004,106.88,A2356raw14.mat_Line10689
25,12,0,-204.22,-0.001,106.89,A2356raw14.mat_Line10690
25,12,0,-201.17,-0.006,106.9,A2356raw14.mat_Line10691
25,12,0,-197.97,-0.004,106.91,A2356raw14.mat_Line10692
25,12,0,-194.74,0.007,106.92,A2356raw14.mat_Line10693
25,12,0,-193.49,-0.007,106.94,A2356raw14.mat_Line10695
25,12,0,-195.25,0.007,106.95,A2356raw14.mat_Line10696
25,12,0,-197.83,0.007,106.96,A2356raw14.mat_Line10697
25,12,0,-203.02,0,106.98,A2356raw14.mat_Line10699
25,12,0,-203.26,0,106.99,A2356raw14.mat_Line10700
25,12,0,-202.32,-0.004,107,A2356raw14.mat_Line10701
25,12,0,-199.98,-0.004,107.01,A2356raw14.mat_Line10702
25,12,0,-197.27,-0.004,107.02,A2356raw14.mat_Line10703
25,12,0,-194.48,-0.001,107.03,A2356raw14.mat_Line10704
25,12,0,-192.66,0.002,107.04,A2356raw14.mat_Line10705
25,12,0,-192.98,0.002,107.05,A2356raw14.mat_Line10706
25,12,0,-194.75,0.002,107.06,A2356raw14.mat_Line10707
25,12,0,-196.64,0.006,107.07,A2356raw14.mat_Line10708
25,12,0,-199.97,0.004,107.08,A2356raw14.mat_Line10709
25,12,0,-201.32,-0.007,107.09,A2356raw14.mat_Line10710
25,12,0,-202.42,0.004,107.1,A2356raw14.mat_Line10711
25,12,0,-201.63,-0.006,107.11,A2356raw14.mat_Line10712
25,12,0,-199.37,0.007,107.12,A2356raw14.mat_Line10713
25,12,0,-196.87,-0.01,107.13,A2356raw14.mat_Line10714
25,12,0,-194.11,0.003,107.14,A2356raw14.mat_Line10715
25,12,0,-192.47,0.006,107.15,A2356raw14.mat_Line10716
25,12,-0,-192.99,-0.004,107.16,A2356raw14.mat_Line10717
25,12,0,-194.23,-0.008,107.17,A2356raw14.mat_Line10718
25,12,0,-196.73,-0.001,107.18,A2356raw14.mat_Line10719
25,12,0,-198.62,0.002,107.19,A2356raw14.mat_Line10720
25,12,0,-201.13,-0.003,107.2,A2356raw14.mat_Line10721
25,12,0,-202.16,0.003,107.21,A2356raw14.mat_Line10722
25,12,0,-201.82,0.004,107.22,A2356raw14.mat_Line10723
25,12,0,-200.4,0,107.23,A2356raw14.mat_Line10724
25,12,0,-198.07,-0.006,107.24,A2356raw14.mat_Line10725
25,12,0,-195.27,-0.001,107.25,A2356raw14.mat_Line10726
25,12,0,-193.01,0.004,107.26,A2356raw14.mat_Line10727
25,12,0,-192.73,0.004,107.27,A2356raw14.mat_Line10728
25,12,0,-193.67,0.002,107.28,A2356raw14.mat_Line10729
25,12,0,-196.6,-0.008,107.29,A2356raw14.mat_Line10730
25,12,0,-198.54,0.004,107.3,A2356raw14.mat_Line10731
25,12,0,-200.49,0.003,107.31,A2356raw14.mat_Line10732
25,12,0,-202.04,0.007,107.32,A2356raw14.mat_Line10733
25,12,-0,-201.94,0.002,107.33,A2356raw14.mat_Line10734
25,12,-0,-200.84,0,107.34,A2356raw14.mat_Line10735
25,12,0,-198.22,0.003,107.35,A2356raw14.mat_Line10736
25,12,-0,-195.35,-0.013,107.36,A2356raw14.mat_Line10737
25,12,0,-193.53,0.004,107.37,A2356raw14.mat_Line10738
25,12,0,-192.7,-0.008,107.38,A2356raw14.mat_Line10739
25,12,0,-193.87,-0.007,107.39,A2356raw14.mat_Line10740
25,12,0,-195.8,0.009,107.4,A2356raw14.mat_Line10741
25,12,0,-197.9,0.002,107.41,A2356raw14.mat_Line10742
25,12,0,-200.28,0.012,107.42,A2356raw14.mat_Line10743
25,12,0,-201.56,-0.001,107.43,A2356raw14.mat_Line10744
25,12,0,-201.85,0,107.44,A2356raw14.mat_Line10745
25,12,0,-200.63,0.014,107.45,A2356raw14.mat_Line10746
25,12,0,-197.92,-0.006,107.46,A2356raw14.mat_Line10747
25,12,0,-195.87,-0.008,107.47,A2356raw14.mat_Line10748
