RoadSpeed,TirePressure,InclinationAngle,NormalForce,SlipAngle,ElapsedTime,Index
25,12,0,-193.11,4.898,313.62,A2356raw14.mat_Line31363
25,12,0,-195.36,4.94,313.63,A2356raw14.mat_Line31364
25,12,0,-196.92,4.99,313.64,A2356raw14.mat_Line31365
25,12,0,-197.99,5.027,313.65,A2356raw14.mat_Line31366
25,12,0,-197.69,5.057,313.66,A2356raw14.mat_Line31367
25,12,0,-194.25,5.145,313.68,A2356raw14.mat_Line31369
25,12,0,-198.21,5.414,313.75,A2356raw14.mat_Line31376
25,12,-0,-199.7,5.465,313.76,A2356raw14.mat_Line31377
25,12,0,-199.86,5.498,313.77,A2356raw14.mat_Line31378
25,12,0,-196.2,5.577,313.79,A2356raw14.mat_Line31380
25,12,0,-193.64,5.622,313.8,A2356raw14.mat_Line31381
25,12,0,-192.19,5.699,313.82,A2356raw14.mat_Line31383
25,12,0,-194.42,5.78,313.84,A2356raw14.mat_Line31385
25,12,0,-196.86,5.821,313.85,A2356raw14.mat_Line31386
25,12,0,-198.88,5.865,313.86,A2356raw14.mat_Line31387
25,12,0,-200.86,5.902,313.87,A2356raw14.mat_Line31388
25,12,0,-200.98,5.938,313.88,A2356raw14.mat_Line31389
25,12,0,-195.32,6.214,313.95,A2356raw14.mat_Line31396
25,12,0,-201.89,6.379,313.99,A2356raw14.mat_Line31400
25,12,0,-199.96,6.416,314,A2356raw14.mat_Line31401
25,12,0,-198.32,6.458,314.01,A2356raw14.mat_Line31402
25,12,0,-193.13,6.536,314.03,A2356raw14.mat_Line31404
25,12,0,-193.68,6.622,314.05,A2356raw14.mat_Line31406
25,12,0,-195.46,6.655,314.06,A2356raw14.mat_Line31407
25,12,0,-192.31,7.009,314.15,A2356raw14.mat_Line31416
25,12,0,-193.08,7.066,314.16,A2356raw14.mat_Line31417
25,12,0,-196.46,7.144,314.18,A2356raw14.mat_Line31419
25,12,0,-198.38,7.172,314.19,A2356raw14.mat_Line31420
25,12,0,-199.78,7.218,314.2,A2356raw14.mat_Line31421
25,12,0,-200.55,7.252,314.21,A2356raw14.mat_Line31422
25,12,0,-199.83,7.303,314.22,A2356raw14.mat_Line31423
25,12,0,-198.25,7.333,314.23,A2356raw14.mat_Line31424
25,12,0,-195.74,7.386,314.24,A2356raw14.mat_Line31425
25,12,0,-192.8,7.463,314.26,A2356raw14.mat_Line31427
25,12,0,-194.79,7.542,314.28,A2356raw14.mat_Line31429
25,12,-0,-196.67,7.576,314.29,A2356raw14.mat_Line31430
25,12,0,-198.47,7.616,314.3,A2356raw14.mat_Line31431
25,12,0,-196.12,8.014,314.4,A2356raw14.mat_Line31441
25,12,0,-202.1,8.133,314.43,A2356raw14.mat_Line31444
25,12,-0,-201.81,8.18,314.44,A2356raw14.mat_Line31445
25,12,0,-200.42,8.219,314.45,A2356raw14.mat_Line31446
25,12,0,-198.21,8.256,314.46,A2356raw14.mat_Line31447
25,12,0,-195.7,8.302,314.47,A2356raw14.mat_Line31448
25,12,0,-193.97,8.333,314.48,A2356raw14.mat_Line31449
25,12,0,-193.42,8.375,314.49,A2356raw14.mat_Line31450
25,12,0,-194.71,8.416,314.5,A2356raw14.mat_Line31451
25,12,0,-196.76,8.462,314.51,A2356raw14.mat_Line31452
25,12,0,-199.35,8.504,314.52,A2356raw14.mat_Line31453
25,12,0,-201,8.542,314.53,A2356raw14.mat_Line31454
25,12,0,-202.34,8.578,314.54,A2356raw14.mat_Line31455
25,12,0,-194.47,8.773,314.59,A2356raw14.mat_Line31460
25,12,0,-193.86,8.81,314.6,A2356raw14.mat_Line31461
25,12,0,-194.93,8.856,314.61,A2356raw14.mat_Line31462
25,12,0,-196.22,8.893,314.62,A2356raw14.mat_Line31463
25,12,0,-198.23,8.929,314.63,A2356raw14.mat_Line31464
25,12,0,-200.5,8.981,314.64,A2356raw14.mat_Line31465
25,12,0,-201.86,9.011,314.65,A2356raw14.mat_Line31466
25,12,0,-202.46,9.057,314.66,A2356raw14.mat_Line31467
25,12,0,-201,9.095,314.67,A2356raw14.mat_Line31468
25,12,0,-198.85,9.134,314.68,A2356raw14.mat_Line31469
25,12,0,-194.11,9.214,314.7,A2356raw14.mat_Line31471
25,12,0,-192.76,9.244,314.71,A2356raw14.mat_Line31472
25,12,0,-193.78,9.284,314.72,A2356raw14.mat_Line31473
25,12,0,-195.77,9.35,314.73,A2356raw14.mat_Line31474
25,12,0,-197.94,9.374,314.74,A2356raw14.mat_Line31475
25,12,0,-193.94,9.697,314.82,A2356raw14.mat_Line31483
25,12,0,-196.47,9.777,314.84,A2356raw14.mat_Line31485
25,12,0,-200.02,9.85,314.86,A2356raw14.mat_Line31487
25,12,0,-201.44,9.893,314.87,A2356raw14.mat_Line31488
25,12,0,-202.49,9.933,314.88,A2356raw14.mat_Line31489
25,12,0,-202.18,9.979,314.89,A2356raw14.mat_Line31490
25,12,0,-200.45,10.017,314.9,A2356raw14.mat_Line31491
25,12,0,-199.03,10.693,315.07,A2356raw14.mat_Line31508
25,12,0,-200.46,10.73,315.08,A2356raw14.mat_Line31509
25,12,0,-197.07,11.022,315.15,A2356raw14.mat_Line31516
25,12,0,-196.37,11.06,315.16,A2356raw14.mat_Line31517
25,12,0,-196.76,11.098,315.17,A2356raw14.mat_Line31518
25,12,0,-198.5,11.136,315.18,A2356raw14.mat_Line31519
25,12,0,-200.25,11.173,315.19,A2356raw14.mat_Line31520
25,12,0,-196.52,11.462,315.26,A2356raw14.mat_Line31527
25,12,0,-196.11,11.539,315.28,A2356raw14.mat_Line31529
25,12,0,-197.51,11.574,315.29,A2356raw14.mat_Line31530
25,12,0,-201.83,11.988,315.43,A2356raw14.mat_Line31544
25,12,0,-202.67,11.999,315.44,A2356raw14.mat_Line31545
25,12,-0,-202.51,12.006,315.45,A2356raw14.mat_Line31546
25,12,0,-201.25,11.998,315.46,A2356raw14.mat_Line31547
25,12,0,-199.8,12.009,315.47,A2356raw14.mat_Line31548
25,12,0,-198.95,12.013,315.48,A2356raw14.mat_Line31549
25,12,0,-197.61,12.003,315.49,A2356raw14.mat_Line31550
25,12,0,-197.97,12.013,315.5,A2356raw14.mat_Line31551
25,12,0,-198.54,11.995,315.51,A2356raw14.mat_Line31552
25,12,0,-199.86,11.983,315.52,A2356raw14.mat_Line31553
25,12,0,-202.11,11.99,315.53,A2356raw14.mat_Line31554
25,12,0,-202.91,11.976,315.54,A2356raw14.mat_Line31555
25,12,0,-204.28,11.967,315.55,A2356raw14.mat_Line31556
25,12,0,-203.92,11.957,315.56,A2356raw14.mat_Line31557
25,12,0,-203.36,11.962,315.57,A2356raw14.mat_Line31558
25,12,0,-200.17,11.95,315.59,A2356raw14.mat_Line31560
25,12,0,-197.81,11.953,315.6,A2356raw14.mat_Line31561
25,12,0,-197.41,11.937,315.62,A2356raw14.mat_Line31563
25,12,0,-199.9,11.922,315.64,A2356raw14.mat_Line31565
25,12,0,-201.74,11.906,315.65,A2356raw14.mat_Line31566
25,12,0,-203.47,11.884,315.66,A2356raw14.mat_Line31567
25,12,0,-204.54,11.86,315.67,A2356raw14.mat_Line31568
25,12,0,-204.45,11.843,315.68,A2356raw14.mat_Line31569
25,12,0,-203.55,11.807,315.69,A2356raw14.mat_Line31570
25,12,0,-200.75,11.771,315.7,A2356raw14.mat_Line31571
25,12,0,-203.87,11.326,315.8,A2356raw14.mat_Line31581
25,12,0,-199.18,11.239,315.82,A2356raw14.mat_Line31583
25,12,0,-198.29,11.211,315.83,A2356raw14.mat_Line31584
25,12,0,-199.18,11.127,315.85,A2356raw14.mat_Line31586
25,12,-0,-200.62,11.088,315.86,A2356raw14.mat_Line31587
25,12,0,-202.8,11.053,315.87,A2356raw14.mat_Line31588
25,12,0,-203.89,11.011,315.88,A2356raw14.mat_Line31589
25,12,0,-202.88,10.622,315.99,A2356raw14.mat_Line31600
25,12,0,-204.86,10.594,316,A2356raw14.mat_Line31601
25,12,-0,-205.13,10.538,316.01,A2356raw14.mat_Line31602
25,12,0,-204.62,10.501,316.02,A2356raw14.mat_Line31603
25,12,0,-203.29,10.457,316.03,A2356raw14.mat_Line31604
25,12,0,-200.92,10.414,316.04,A2356raw14.mat_Line31605
25,12,0,-198.39,10.372,316.05,A2356raw14.mat_Line31606
25,12,0,-197.03,10.329,316.06,A2356raw14.mat_Line31607
25,12,0,-196.96,10.282,316.07,A2356raw14.mat_Line31608
25,12,0,-198.23,10.249,316.08,A2356raw14.mat_Line31609
25,12,0,-203.9,9.695,316.22,A2356raw14.mat_Line31623
25,12,0,-204.76,9.668,316.23,A2356raw14.mat_Line31624
25,12,-0,-205.02,9.615,316.24,A2356raw14.mat_Line31625
25,12,0,-205.3,8.776,316.45,A2356raw14.mat_Line31646
25,12,0,-193.11,-4.094,319.67,A2356raw14.mat_Line31968
25,12,0,-194.65,-4.25,319.71,A2356raw14.mat_Line31972
25,12,0,-192.77,-4.284,319.72,A2356raw14.mat_Line31973
25,12,0,-191.17,-4.334,319.73,A2356raw14.mat_Line31974
25,12,0,-190.07,-4.37,319.74,A2356raw14.mat_Line31975
25,12,0,-192.69,-4.964,319.89,A2356raw14.mat_Line31990
25,12,0,-194.36,-5.001,319.9,A2356raw14.mat_Line31991
25,12,0,-195.79,-5.044,319.91,A2356raw14.mat_Line31992
25,12,0,-195.85,-5.086,319.92,A2356raw14.mat_Line31993
25,12,0,-195.73,-5.127,319.93,A2356raw14.mat_Line31994
25,12,0,-194.29,-5.17,319.94,A2356raw14.mat_Line31995
25,12,0,-192.78,-5.206,319.95,A2356raw14.mat_Line31996
25,12,0,-191.75,-5.253,319.96,A2356raw14.mat_Line31997
25,12,0,-190.54,-5.299,319.97,A2356raw14.mat_Line31998
25,12,0,-190.41,-5.325,319.98,A2356raw14.mat_Line31999
25,12,0,-191.35,-5.366,319.99,A2356raw14.mat_Line32000
25,12,0,-194.41,-5.457,320.01,A2356raw14.mat_Line32002
25,12,0,-195.81,-5.488,320.02,A2356raw14.mat_Line32003
25,12,0,-189.48,-6.605,320.3,A2356raw14.mat_Line32031
25,12,0,-189.68,-6.651,320.31,A2356raw14.mat_Line32032
25,12,0,-192.62,-6.764,320.34,A2356raw14.mat_Line32035
25,12,0,-194.11,-6.805,320.35,A2356raw14.mat_Line32036
25,12,0,-195.2,-6.848,320.36,A2356raw14.mat_Line32037
25,12,0,-195.47,-6.887,320.37,A2356raw14.mat_Line32038
25,12,0,-194.28,-6.933,320.38,A2356raw14.mat_Line32039
25,12,0,-193.11,-6.973,320.39,A2356raw14.mat_Line32040
25,12,0,-192.01,-7.012,320.4,A2356raw14.mat_Line32041
25,12,0,-190.89,-7.056,320.41,A2356raw14.mat_Line32042
25,12,0,-190.5,-7.09,320.42,A2356raw14.mat_Line32043
25,12,-0,-191.1,-7.606,320.55,A2356raw14.mat_Line32056
25,12,0,-191.97,-7.656,320.56,A2356raw14.mat_Line32057
25,12,0,-192.96,-7.686,320.57,A2356raw14.mat_Line32058
25,12,0,-194.09,-7.728,320.58,A2356raw14.mat_Line32059
25,12,0,-194.16,-7.77,320.59,A2356raw14.mat_Line32060
25,12,0,-194.4,-7.808,320.6,A2356raw14.mat_Line32061
25,12,0,-193.77,-7.861,320.61,A2356raw14.mat_Line32062
25,12,0,-191.01,-7.978,320.64,A2356raw14.mat_Line32065
25,12,0,-190.39,-8.024,320.65,A2356raw14.mat_Line32066
25,12,0,-190.84,-8.064,320.66,A2356raw14.mat_Line32067
25,12,0,-192.15,-8.088,320.67,A2356raw14.mat_Line32068
25,12,0,-191.23,-8.409,320.75,A2356raw14.mat_Line32076
25,12,0,-190.79,-8.453,320.76,A2356raw14.mat_Line32077
25,12,0,-191.03,-8.492,320.77,A2356raw14.mat_Line32078
25,12,0,-192.24,-8.535,320.78,A2356raw14.mat_Line32079
25,12,-0,-192.99,-8.569,320.79,A2356raw14.mat_Line32080
25,12,0,-194.4,-8.618,320.8,A2356raw14.mat_Line32081
25,12,0,-194.69,-8.651,320.81,A2356raw14.mat_Line32082
25,12,0,-193.21,-9.453,321.01,A2356raw14.mat_Line32102
25,12,0,-194.34,-9.497,321.02,A2356raw14.mat_Line32103
25,12,0,-194.82,-9.53,321.03,A2356raw14.mat_Line32104
25,12,0,-194.49,-9.661,321.06,A2356raw14.mat_Line32107
25,12,0,-193.88,-9.688,321.07,A2356raw14.mat_Line32108
25,12,0,-193.08,-9.735,321.08,A2356raw14.mat_Line32109
25,12,0,-192.49,-9.768,321.09,A2356raw14.mat_Line32110
25,12,0,-192.89,-9.818,321.1,A2356raw14.mat_Line32111
25,12,0,-192.99,-9.845,321.11,A2356raw14.mat_Line32112
25,12,0,-193.73,-9.888,321.12,A2356raw14.mat_Line32113
25,12,0,-194.64,-9.931,321.13,A2356raw14.mat_Line32114
25,12,0,-195.22,-9.978,321.14,A2356raw14.mat_Line32115
25,12,0,-192.65,-10.296,321.22,A2356raw14.mat_Line32123
25,12,0,-193.05,-10.335,321.23,A2356raw14.mat_Line32124
25,12,0,-193.62,-10.366,321.24,A2356raw14.mat_Line32125
25,12,0,-193.91,-10.417,321.25,A2356raw14.mat_Line32126
25,12,0,-194.79,-10.445,321.26,A2356raw14.mat_Line32127
25,12,0,-194.97,-10.505,321.27,A2356raw14.mat_Line32128
25,12,0,-195.06,-10.571,321.29,A2356raw14.mat_Line32130
25,12,0,-194.51,-10.608,321.3,A2356raw14.mat_Line32131
25,12,0,-194.34,-10.651,321.31,A2356raw14.mat_Line32132
25,12,0,-193.68,-10.699,321.32,A2356raw14.mat_Line32133
25,12,0,-193.3,-10.729,321.33,A2356raw14.mat_Line32134
25,12,0,-194.09,-11.088,321.42,A2356raw14.mat_Line32143
25,12,0,-193.8,-11.163,321.44,A2356raw14.mat_Line32145
25,12,0,-193.48,-11.243,321.46,A2356raw14.mat_Line32147
25,12,-0,-194.91,-11.28,321.47,A2356raw14.mat_Line32148
25,12,0,-195.68,-11.331,321.48,A2356raw14.mat_Line32149
25,12,0,-196.04,-11.363,321.49,A2356raw14.mat_Line32150
25,12,0,-196.07,-11.41,321.5,A2356raw14.mat_Line32151
25,12,0,-196.13,-11.455,321.51,A2356raw14.mat_Line32152
25,12,0,-195.33,-11.488,321.52,A2356raw14.mat_Line32153
25,12,0,-195.03,-11.531,321.53,A2356raw14.mat_Line32154
25,12,0,-194.68,-11.566,321.54,A2356raw14.mat_Line32155
25,12,-0,-193.93,-11.615,321.55,A2356raw14.mat_Line32156
25,12,0,-193.83,-11.652,321.56,A2356raw14.mat_Line32157
25,12,0,-194.41,-11.695,321.57,A2356raw14.mat_Line32158
25,12,0,-195.65,-11.778,321.59,A2356raw14.mat_Line32160
25,12,0,-196.32,-11.803,321.6,A2356raw14.mat_Line32161
25,12,0,-196.43,-11.844,321.61,A2356raw14.mat_Line32162
25,12,0,-197.36,-11.87,321.62,A2356raw14.mat_Line32163
25,12,0,-197.73,-11.911,321.63,A2356raw14.mat_Line32164
25,12,0,-197.48,-11.929,321.64,A2356raw14.mat_Line32165
25,12,0,-196.8,-11.967,321.66,A2356raw14.mat_Line32167
25,12,0,-196.08,-11.983,321.67,A2356raw14.mat_Line32168
25,12,0,-195.59,-11.996,321.68,A2356raw14.mat_Line32169
25,12,0,-195.71,-12.007,321.69,A2356raw14.mat_Line32170
25,12,0,-196.35,-12.009,321.7,A2356raw14.mat_Line32171
25,12,0,-197.51,-12.004,321.71,A2356raw14.mat_Line32172
25,12,0,-197.85,-12.009,321.72,A2356raw14.mat_Line32173
25,12,0,-198.33,-12.01,321.73,A2356raw14.mat_Line32174
25,12,0,-198.55,-11.84,321.94,A2356raw14.mat_Line32195
25,12,0,-198.75,-11.821,321.95,A2356raw14.mat_Line32196
25,12,0,-199.02,-11.768,321.96,A2356raw14.mat_Line32197
25,12,0,-202.62,-7.766,322.95,A2356raw14.mat_Line32296
25,12,0,-195.9,3.08,325.67,A2356raw14.mat_Line32568
25,12,0,-194.26,3.112,325.68,A2356raw14.mat_Line32569
25,12,-0,-194.63,3.162,325.69,A2356raw14.mat_Line32570
25,12,0,-199.12,3.847,325.86,A2356raw14.mat_Line32587
25,12,0,-196.39,3.883,325.87,A2356raw14.mat_Line32588
25,12,0,-191.21,3.932,325.89,A2356raw14.mat_Line32590
25,12,0,-190.04,3.946,325.9,A2356raw14.mat_Line32591
25,12,-0,-190.45,3.952,325.91,A2356raw14.mat_Line32592
25,12,0,-197.3,3.919,325.94,A2356raw14.mat_Line32595
25,12,0,-194.33,0.006,328.23,A2356raw14.mat_Line32824
25,12,0,-193.19,-0.008,328.24,A2356raw14.mat_Line32825
25,12,0,-194.38,0.003,330.26,A2356raw14.mat_Line33027
25,12,0,-151.38,0.003,332.98,A2356raw14.mat_Line33299
25,12,0,-151.8,0.014,333.2,A2356raw14.mat_Line33321
25,12,0,-148.24,0.012,333.56,A2356raw14.mat_Line33357
25,12,0,-145.86,0.002,333.57,A2356raw14.mat_Line33358
25,12,0,-143.27,-0.01,333.59,A2356raw14.mat_Line33360
25,12,0,-143.69,0.007,333.6,A2356raw14.mat_Line33361
25,12,0,-144.9,-0.008,333.8,A2356raw14.mat_Line33381
25,12,0,-143.48,-0.004,333.82,A2356raw14.mat_Line33383
25,12,0,-145.44,0.002,333.83,A2356raw14.mat_Line33384
25,12,0,-147.97,0.007,333.84,A2356raw14.mat_Line33385
25,12,0,-149.93,-0.004,333.85,A2356raw14.mat_Line33386
25,12,0,-146.13,-0.003,333.95,A2356raw14.mat_Line33396
25,12,0,-145.59,-0.001,334.24,A2356raw14.mat_Line33425
25,12,0,-143.75,0,334.25,A2356raw14.mat_Line33426
25,12,0,-143.4,-0.016,334.93,A2356raw14.mat_Line33494
25,12,0,-148.11,0.002,334.96,A2356raw14.mat_Line33497
25,12,-0,-147.45,0.01,335.46,A2356raw14.mat_Line33547
25,12,0,-145.11,0.002,335.62,A2356raw14.mat_Line33563
25,12,-0,-151.29,-0.003,336.77,A2356raw14.mat_Line33678
25,12,0,-151.15,-0.004,336.78,A2356raw14.mat_Line33679
25,12,0,-147.28,-0.014,336.8,A2356raw14.mat_Line33681
25,12,0,-143.35,0.01,336.82,A2356raw14.mat_Line33683
25,12,0,-152.2,0,337.89,A2356raw14.mat_Line33790
25,12,0,-144.91,-0.004,337.96,A2356raw14.mat_Line33797
25,12,0,-149.72,-0.008,337.98,A2356raw14.mat_Line33799
25,12,0,-151.72,-0.004,337.99,A2356raw14.mat_Line33800
25,12,0,-144.76,0,338.15,A2356raw14.mat_Line33816
25,12,0,-143.52,0.009,338.28,A2356raw14.mat_Line33829
25,12,-0,-144.59,-0.011,338.29,A2356raw14.mat_Line33830
25,12,0,-149.07,0,338.31,A2356raw14.mat_Line33832
25,12,0,-151.13,-0.003,338.32,A2356raw14.mat_Line33833
25,12,0,-151.98,-0.008,338.33,A2356raw14.mat_Line33834
25,12,0,-151.73,-0.004,338.34,A2356raw14.mat_Line33835
25,12,0,-150.74,-0.004,338.35,A2356raw14.mat_Line33836
25,12,0,-148.82,0.003,338.36,A2356raw14.mat_Line33837
25,12,0,-145.91,-0.003,338.37,A2356raw14.mat_Line33838
25,12,0,-144.27,-0.007,338.38,A2356raw14.mat_Line33839
25,12,0,-145.42,0.002,338.82,A2356raw14.mat_Line33883
25,12,0,-143.34,-0.007,338.84,A2356raw14.mat_Line33885
25,12,0,-144.9,0.007,338.85,A2356raw14.mat_Line33886
25,12,0,-147.72,0.002,339.03,A2356raw14.mat_Line33904
25,12,0,-144.11,0.004,339.05,A2356raw14.mat_Line33906
25,12,0,-145.15,0,339.3,A2356raw14.mat_Line33931
25,12,0,-149.88,-0.007,339.32,A2356raw14.mat_Line33933
25,12,0,-151.28,0.013,339.33,A2356raw14.mat_Line33934
25,12,0,-148.75,-0.008,339.36,A2356raw14.mat_Line33937
25,12,0,-146.73,-0.008,339.37,A2356raw14.mat_Line33938
25,12,0,-145.7,-0.007,339.6,A2356raw14.mat_Line33961
25,12,0,-144.11,-0.013,339.61,A2356raw14.mat_Line33962
25,12,-0,-144.46,0.002,339.63,A2356raw14.mat_Line33964
25,12,0,-151.45,0.009,339.66,A2356raw14.mat_Line33967
25,12,0,-152.19,0.009,339.67,A2356raw14.mat_Line33968
25,12,0,-152.08,0.006,339.68,A2356raw14.mat_Line33969
25,12,0,-148,-0.007,339.7,A2356raw14.mat_Line33971
25,12,0,-145.97,-0.007,339.71,A2356raw14.mat_Line33972
25,12,0,-144.4,-0.001,339.72,A2356raw14.mat_Line33973
25,12,0,-144.84,0,339.74,A2356raw14.mat_Line33975
25,12,0,-146.08,-0.004,339.75,A2356raw14.mat_Line33976
25,12,0,-151.69,0.002,339.89,A2356raw14.mat_Line33990
25,12,0,-152.6,0.002,339.9,A2356raw14.mat_Line33991
25,12,0,-151.24,-0.001,339.91,A2356raw14.mat_Line33992
25,12,0,-150,0.002,340.14,A2356raw14.mat_Line34015
25,12,0,-146.61,0.004,340.2,A2356raw14.mat_Line34021
25,12,0,-143.88,-0.007,340.41,A2356raw14.mat_Line34042
25,12,0,-142.84,-0.006,340.63,A2356raw14.mat_Line34064
25,12,0,-147.17,0.009,340.65,A2356raw14.mat_Line34066
25,12,0,-151.53,0.013,340.68,A2356raw14.mat_Line34069
25,12,0,-149.31,-0.017,340.7,A2356raw14.mat_Line34071
25,12,-0,-145.04,-0.01,340.72,A2356raw14.mat_Line34073
25,12,0,-143.36,-0.011,340.73,A2356raw14.mat_Line34074
25,12,0,-145.12,-0.006,340.75,A2356raw14.mat_Line34076
25,12,0,-147.76,-0.896,341.21,A2356raw14.mat_Line34122
25,12,0,-150.01,-1.018,341.22,A2356raw14.mat_Line34123
25,12,0,-150.83,-1.155,341.23,A2356raw14.mat_Line34124
25,12,0,-150.54,-1.293,341.24,A2356raw14.mat_Line34125
25,12,-0,-148.05,-1.459,341.25,A2356raw14.mat_Line34126
25,12,0,-144.64,-1.609,341.26,A2356raw14.mat_Line34127
25,12,0,-142.03,-2.549,341.32,A2356raw14.mat_Line34133
25,12,0,-149.42,-2.968,341.35,A2356raw14.mat_Line34136
25,12,0,-147.11,-3.087,341.36,A2356raw14.mat_Line34137
25,12,0,-139.69,-3.306,341.38,A2356raw14.mat_Line34139
25,12,0,-136.55,-3.413,341.39,A2356raw14.mat_Line34140
25,12,0,-134.81,-3.495,341.4,A2356raw14.mat_Line34141
25,12,0,-135.38,-3.578,341.41,A2356raw14.mat_Line34142
25,12,0,-137.55,-3.635,341.42,A2356raw14.mat_Line34143
25,12,0,-140.19,-3.698,341.43,A2356raw14.mat_Line34144
25,12,-0,-144.35,-3.791,341.45,A2356raw14.mat_Line34146
25,12,0,-144.79,-3.842,341.46,A2356raw14.mat_Line34147
25,12,0,-143.79,-3.872,341.47,A2356raw14.mat_Line34148
25,12,0,-141.52,-3.893,341.48,A2356raw14.mat_Line34149
25,12,0,-139.5,-3.916,341.49,A2356raw14.mat_Line34150
25,12,0,-137.9,-3.933,341.5,A2356raw14.mat_Line34151
25,12,0,-141.06,-3.933,341.61,A2356raw14.mat_Line34162
25,12,0,-139.44,-3.943,341.62,A2356raw14.mat_Line34163
25,12,0,-139.25,-3.952,341.63,A2356raw14.mat_Line34164
25,12,0,-140.93,-3.942,341.64,A2356raw14.mat_Line34165
25,12,0,-142.94,-3.945,341.65,A2356raw14.mat_Line34166
25,12,0,-145.41,-3.952,341.66,A2356raw14.mat_Line34167
25,12,0,-147.86,-3.953,341.67,A2356raw14.mat_Line34168
25,12,0,-147.82,-3.972,341.69,A2356raw14.mat_Line34170
25,12,0,-146.94,-3.966,341.7,A2356raw14.mat_Line34171
25,12,0,-148.06,-4.006,341.78,A2356raw14.mat_Line34179
25,12,0,-148.76,-4,341.79,A2356raw14.mat_Line34180
25,12,0,-148.31,-4.012,341.8,A2356raw14.mat_Line34181
25,12,0,-146.91,-4.003,341.81,A2356raw14.mat_Line34182
25,12,0,-145.07,-4.006,341.82,A2356raw14.mat_Line34183
25,12,0,-143.42,-4.003,341.83,A2356raw14.mat_Line34184
25,12,0,-142.36,-4,341.84,A2356raw14.mat_Line34185
25,12,0,-142.55,-4.013,341.85,A2356raw14.mat_Line34186
25,12,0,-144.82,-3.988,341.87,A2356raw14.mat_Line34188
25,12,0,-146.3,-3.992,341.88,A2356raw14.mat_Line34189
25,12,0,-148.04,-3.986,341.89,A2356raw14.mat_Line34190
25,12,0,-148.16,-3.98,341.9,A2356raw14.mat_Line34191
25,12,0,-147.81,-3.982,341.91,A2356raw14.mat_Line34192
25,12,-0,-147.19,-3.98,341.92,A2356raw14.mat_Line34193
25,12,0,-143.74,-3.989,341.97,A2356raw14.mat_Line34198
25,12,0,-144.3,-3.988,341.98,A2356raw14.mat_Line34199
25,12,0,-145.91,-3.993,341.99,A2356raw14.mat_Line34200
25,12,0,-146.86,-3.995,342,A2356raw14.mat_Line34201
25,12,0,-148.03,-3.993,342.01,A2356raw14.mat_Line34202
25,12,0,-147.95,-3.992,342.02,A2356raw14.mat_Line34203
25,12,0,-147.75,-3.998,342.03,A2356raw14.mat_Line34204
25,12,0,-146.82,-3.999,342.04,A2356raw14.mat_Line34205
25,12,0,-144.49,-4,342.06,A2356raw14.mat_Line34207
25,12,0,-143.62,-3.998,342.08,A2356raw14.mat_Line34209
25,12,0,-143.86,-3.985,342.09,A2356raw14.mat_Line34210
25,12,0,-145.12,-4.002,342.1,A2356raw14.mat_Line34211
25,12,0,-146.94,-3.999,342.11,A2356raw14.mat_Line34212
25,12,0,-147.81,-3.995,342.12,A2356raw14.mat_Line34213
25,12,0,-148.11,-3.985,342.24,A2356raw14.mat_Line34225
25,12,0,-147.92,-3.999,342.25,A2356raw14.mat_Line34226
25,12,0,-147.61,-3.99,342.26,A2356raw14.mat_Line34227
25,12,0,-146.01,-3.995,342.27,A2356raw14.mat_Line34228
25,12,0,-144.11,-3.99,342.28,A2356raw14.mat_Line34229
25,12,0,-143.06,-4.002,342.29,A2356raw14.mat_Line34230
25,12,0,-142.82,-3.985,342.3,A2356raw14.mat_Line34231
25,12,0,-143.57,-3.989,342.31,A2356raw14.mat_Line34232
25,12,0,-144.2,-3.986,342.32,A2356raw14.mat_Line34233
25,12,0,-147.8,-3.993,342.46,A2356raw14.mat_Line34247
25,12,0,-148.67,-3.996,342.47,A2356raw14.mat_Line34248
25,12,0,-148.28,-3.992,342.48,A2356raw14.mat_Line34249
25,12,0,-144.4,-3.989,342.51,A2356raw14.mat_Line34252
25,12,0,-142.68,-4,342.52,A2356raw14.mat_Line34253
25,12,0,-146.83,-3.996,342.67,A2356raw14.mat_Line34268
25,12,0,-148.84,-3.98,342.69,A2356raw14.mat_Line34270
25,12,0,-148.43,-3.996,342.7,A2356raw14.mat_Line34271
25,12,0,-147.38,-3.985,342.71,A2356raw14.mat_Line34272
25,12,0,-145.74,-3.996,342.72,A2356raw14.mat_Line34273
25,12,0,-144.56,-3.989,342.73,A2356raw14.mat_Line34274
25,12,0,-142.83,-3.993,342.74,A2356raw14.mat_Line34275
25,12,0,-143.15,-3.988,342.75,A2356raw14.mat_Line34276
25,12,0,-143.6,-3.996,342.76,A2356raw14.mat_Line34277
25,12,0,-144.93,-3.998,342.77,A2356raw14.mat_Line34278
25,12,0,-146.13,-3.996,342.78,A2356raw14.mat_Line34279
25,12,0,-147.86,-3.99,342.79,A2356raw14.mat_Line34280
25,12,0,-148.54,-3.992,342.81,A2356raw14.mat_Line34282
25,12,0,-147.94,-3.992,342.82,A2356raw14.mat_Line34283
25,12,0,-145.93,-3.985,342.83,A2356raw14.mat_Line34284
25,12,0,-144.54,-3.995,342.84,A2356raw14.mat_Line34285
25,12,0,-143.31,-3.995,342.85,A2356raw14.mat_Line34286
25,12,-0,-143.76,-3.996,342.87,A2356raw14.mat_Line34288
