ET,SA,SR,IA,FZ,V,P ,REIn,TS,FX,FY,MX,MY,MZ,REOut,RL,T,TX
s,rad,-,rad,N,m/s,Pa,m,1/m,N,N,Nm,Nm,Nm,m,m,m,m
0,-0.119534061,-1.007918285,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-12.24288075,1496.373736,-28.53795217,0,0.918689503,-939.7720767,0.194245279,0,0
0,-0.112485856,-1.005900406,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-17.26780894,1485.608204,-28.52896643,0,-2.442932921,-127.3674464,0.194696752,0,0
0,-0.107787655,-1.002007507,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-14.81013127,1484.424325,-28.49279104,0,-2.292889934,1510.388142,0.195542207,0,0
0,-0.103572162,-1.010249072,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-12.24707769,1450.418856,-28.39931136,0,-2.597466938,-2034.063854,0.19393217,0,0
0,-0.096538216,-1.00170416,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-14.77683404,1445.297715,-28.64299605,0,-5.14130116,1008.007974,0.195634649,0,0
0,-0.091779694,-1.005537883,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-15.15854154,1414.014649,-28.12705483,0,-5.948332457,-957.7679647,0.194972483,0,0
0,-0.087227321,-1.004275728,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-11.86620727,1397.469739,-28.27242219,0,-5.329839114,174.3440025,0.195192579,0,0
0,-0.080633713,-0.992247947,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-13.44510268,1387.141552,-27.38033839,0,-8.394446385,-765.7239784,0.197674324,0,0
0,-0.076437933,-1.004955634,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-16.78970059,1325.892359,-28.23099483,0,-8.609040362,-1371.791526,0.195222647,0,0
0,-0.071066635,-1.003019879,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-14.3459978,1292.223161,-27.09571055,0,-8.150118518,-1095.680528,0.195634192,0,0
0,-0.064572237,-0.989505106,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-16.58246389,1270.463595,-26.76372847,0,-9.947264031,-1571.475733,0.198389017,0,0
0,-0.059690655,-0.997231517,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-15.24147304,1205.876924,-26.16145559,0,-8.512800215,-1071.256419,0.196936637,0,0
0,-0.05486151,-1.008699116,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-18.90355048,1121.984845,-26.75342001,0,-7.457653559,-1.188738006,0.194589407,0,0
0,-0.048728367,-1.001758996,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-20.13817884,1074.278826,-25.67857945,0,-8.34615502,-956.2184042,0.196070904,0,0
0,-0.043222403,-1.00249272,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-14.49590741,1010.18761,-25.00815038,0,-5.806782207,211.0079199,0.196005137,0,0
0,-0.038224372,-1.011153971,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-26.33343852,907.0058326,-25.10562481,0,-4.586839155,-1553.051823,0.194252941,0,0
0,-0.032763532,-1.00609879,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-28.9878345,841.1488304,-24.18084539,0,-5.420064004,140.5671708,0.195233302,0,0
0,-0.027589849,-1.004001198,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-20.27012001,758.7229342,-23.36906135,0,0.614158126,-557.8607608,0.195810397,0,0
0,-0.022060816,-1.00401596,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-31.31453504,634.0363283,-23.25163017,0,2.893489493,-575.3668689,0.195815127,0,0
0,-0.016714406,-0.997121932,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-35.93909174,527.8308514,-21.66972958,0,3.57817244,213.8758036,0.197180298,0,0
0,-0.011281297,-0.985991489,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-32.02266593,411.0436856,-19.66351606,0,9.686395628,-1156.222383,0.199729461,0,0
0,-0.005980362,-0.983824525,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-41.26278271,256.6101514,-19.37534863,0,13.96893404,216.0837444,0.200181216,0,0
0,-0.000963622,-0.986864767,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-36.83339826,104.6150894,-18.05369481,0,17.9804197,-652.3513608,0.199517408,0,0
0,0.004707033,-0.974656194,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-30.86709519,-51.9690291,-16.15136863,0,26.68039271,140.5488938,0.202118462,0,0
0,0.010233638,-0.9840103,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-39.72652286,-204.0857493,-14.90701092,0,25.85716001,357.1855293,0.200238857,0,0
0,0.015617394,-0.998840739,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-37.64311194,-339.6072237,-13.96640612,0,30.96631742,1105.92802,0.197230309,0,0
0,0.02061865,-1.005136222,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-18.87001206,-456.6606245,-12.42259992,0,37.26554547,860.7155157,0.195926141,0,0
0,0.026008536,-1.016822833,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-27.79837397,-559.956451,-11.46370267,0,35.66821104,934.8932535,0.193665901,0,0
0,0.031926166,-1.025225096,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-31.72944257,-661.8934087,-10.12024683,0,34.91688491,916.1718273,0.192069939,0,0
0,0.036714521,-1.013646355,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-13.56165304,-764.249599,-9.032757169,0,40.30633254,313.6257169,0.194304207,0,0
0,0.042101331,-1.002578349,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-21.96643625,-867.870556,-8.071761039,0,38.84090497,360.7781961,0.196506498,0,0
0,0.048265705,-0.995163507,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-16.05585881,-972.8285546,-7.60688116,0,41.09064995,1327.998365,0.198089693,0,0
0,0.053926209,-0.976745945,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-17.30666216,-1076.316124,-7.090284165,0,38.95046533,891.5976561,0.201857821,0,0
0,0.058214848,-0.992352133,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-23.77799074,-1109.52069,-6.084422827,0,39.49924983,692.8685429,0.198501372,0,0
0,0.063552495,-0.978029098,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-9.244728994,-1191.868343,-5.470189767,0,42.84140538,784.376161,0.20162176,0,0
0,0.069095176,-0.961032701,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-11.110256,-1278.269674,-5.151291397,0,39.29359826,1334.511762,0.205044428,0,0
0,0.074421249,-0.996154086,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-18.92716555,-1278.457088,-4.44487952,0,38.70204893,1296.196895,0.197431696,0,0
0,0.079949096,-0.987995313,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-10.53514179,-1334.978838,-4.135702719,0,38.97519831,1689.595218,0.199125809,0,0
0,0.085418255,-0.97135144,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-7.097109217,-1412.229298,-4.115026035,0,37.39650685,1004.127722,0.202371447,0,0
0,0.090436911,-1.002634183,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-14.53194975,-1383.893729,-2.811215794,0,36.07836627,1162.062288,0.195850904,0,0
0,0.096087334,-0.996772869,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-8.495250313,-1430.891255,-2.754405562,0,35.95764906,674.0363082,0.197048371,0,0
0,0.101666595,-0.979701152,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-6.706809529,-1498.183473,-2.862507535,0,34.93731719,1493.740126,0.200359222,0,0
0,0.107414289,-1.003026766,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-11.90444278,-1473.032993,-1.937805288,0,32.30527057,1214.42963,0.195560179,0,0
0,0.11246972,-0.998763836,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-8.529657374,-1506.088568,-1.83479079,0,32.53168427,1382.765214,0.196276246,0,0
0,0.117409524,-0.990238344,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-5.764141854,-1550.859779,-1.860216921,0,31.64129296,885.4456279,0.197994478,0,0
0,0.123157422,-1.000801958,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-11.18184585,-1540.402611,-1.447090612,0,29.41126801,525.3978341,0.195732986,0,0
0,0.128362095,-0.998071546,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-9.123887236,-1568.202488,-1.283838878,0,29.35027471,1198.625034,0.196216949,0,0
0,0.133811783,-0.994198255,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-4.216202946,-1594.833317,-1.041091833,0,29.09451654,1675.114561,0.196976223,0,0
0,0.138883011,-1.001994585,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-10.05698501,-1581.639057,-0.68988518,0,27.73662042,899.7443695,0.195290502,0,0
0,0.144650628,-1.000133648,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-9.202399362,-1598.093263,-0.714879903,0,25.70329091,880.6032448,0.19564106,0,0
0,0.150942781,-0.989783955,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-4.421464215,-1629.060937,-0.62359692,0,26.42920106,1308.515384,0.197639562,0,0
0,0.154197685,-1.007744924,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-7.338817352,-1596.142348,-0.773287552,0,26.22426694,136.8212987,0.194028649,0,0
0,0.160394675,-0.9985204,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-9.24481946,-1619.015241,-0.214190375,0,22.93864057,1126.334122,0.195840047,0,0
0,0.166702434,-0.992777558,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-3.708067931,-1630.379148,0.0891795,0,25.07722482,1727.862276,0.196910167,0,0
0,0.170358966,-1.001860616,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-4.984359389,-1626.740754,-0.245051532,0,23.68178602,1162.343808,0.195154333,0,0
0,0.176492162,-0.999091928,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-9.485098103,-1627.425993,-0.267069127,0,20.39662944,448.911959,0.195657519,0,0
0,0.183117411,-0.996842117,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-0.205686511,-1623.673224,-0.183099337,0,24.49626928,-5.041153597,0.196075972,0,0
0,0.18686761,-1.006093624,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-3.690900916,-1626.309166,-0.381299539,0,21.11361143,1056.384336,0.194275724,0,0
0,0.192905301,-1.000987427,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-13.89307305,-1618.604162,-0.211465657,0,16.60927158,1492.631888,0.19527091,0,0
0,0.198963962,-1.002306182,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,6.489038146,-1613.940751,-0.760827964,0,25.5605932,245.5401607,0.194959058,0,0
0,0.203305084,-1.004864478,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-4.964838726,-1607.944761,0.048707987,0,17.12937181,697.4458032,0.194480658,0,0
0,0.209079125,-1.010272819,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-42.87493739,-1604.190234,-0.625074018,0,1.999284601,507.8699155,0.193413826,0,0
0,0.213290218,-0.999336776,0.034763555,-666.5899599,11.16606081,84145.2488,0,0,-2.096711049,-1600.002417,0.115728663,0,18.70221531,1180.723782,0.195498556,0,0
0,-0.207943579,-1.015548012,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,3.531370398,557.5326192,-10.46521605,0,15.51223114,1159.436732,0.199490816,0,0
0,-0.202891616,-0.994170943,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,4.419051083,563.6428431,-10.16486174,0,15.92327697,-242.8348474,0.20380877,0,0
0,-0.197807837,-1.011935325,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,0.119915761,560.310484,-10.18247436,0,13.23664333,117.9891082,0.200287011,0,0
0,-0.192336584,-1.00180837,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-11.92429206,566.0205717,-9.716164473,0,7.980109499,-408.3544088,0.202330305,0,0
0,-0.18717994,-1.004373242,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-8.063492863,567.0913322,-9.843886651,0,10.04148871,278.4560109,0.201765199,0,0
0,-0.181052525,-1.009149286,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-3.950823801,564.5377733,-9.749112229,0,10.19934163,412.9520166,0.200787101,0,0
0,-0.176326345,-1.009801575,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-13.00197167,564.4875946,-10.11822846,0,7.455836792,618.3439179,0.200633421,0,0
0,-0.171289947,-1.012255408,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-5.786847231,562.659818,-10.44200259,0,10.03295185,-582.0168372,0.200202302,0,0
0,-0.165642478,-1.013958206,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-3.95320449,563.7271694,-10.17145263,0,11.0026486,-615.9371562,0.199871115,0,0
0,-0.160467753,-1.013979521,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-10.42489957,563.3893992,-10.06632277,0,7.460481935,-806.9813044,0.199831804,0,0
0,-0.155573242,-1.015476957,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-6.855302098,565.9477215,-10.05621955,0,9.229203577,586.3350894,0.199570002,0,0
0,-0.149908586,-1.011010269,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-4.195061621,565.5409384,-9.51880028,0,9.912301723,1061.760572,0.2004474,0,0
0,-0.144398583,-1.020729393,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-8.708411785,561.77858,-10.11388639,0,7.748303084,-1808.318388,0.198492816,0,0
0,-0.139556622,-1.016801334,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-7.337009667,563.7033339,-10.19026749,0,8.771594545,518.4751832,0.199334075,0,0
0,-0.133942618,-1.015211956,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-5.374952597,560.4877945,-10.13990507,0,8.786856306,-884.5473315,0.199632767,0,0
0,-0.128210397,-1.021614273,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-9.719696236,558.3396961,-10.14721783,0,7.333438481,-508.0716601,0.198320737,0,0
0,-0.123641943,-1.021921421,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-4.827372689,555.9991862,-10.3143206,0,8.694496669,-678.8403273,0.198310864,0,0
0,-0.118462711,-1.0069827,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-5.123076269,559.6167979,-9.878077409,0,8.880360061,-342.8223252,0.201137665,0,0
0,-0.112293635,-1.02331632,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-9.506455237,550.9220972,-10.13551578,0,6.542443983,-912.2346019,0.198027182,0,0
0,-0.106575839,-1.037584938,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-5.593334619,542.8618131,-9.960546555,0,7.612771211,-212.6275144,0.195269234,0,0
0,-0.102222155,-1.011893617,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-6.198467524,548.8656968,-9.88333309,0,7.786922212,330.2222047,0.200229102,0,0
0,-0.096420329,-1.029140869,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-8.637873079,537.3981498,-9.693426516,0,6.699445528,-1335.765149,0.19689158,0,0
0,-0.090399745,-1.050293847,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-7.256839979,526.6374186,-10.09211295,0,5.835727971,-423.7363442,0.192914499,0,0
0,-0.086362049,-1.03911731,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-6.4411586,525.5333379,-9.920285261,0,7.003016047,-257.1542998,0.195233229,0,0
0,-0.08027263,-1.029901747,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-9.257474847,515.1283338,-9.591716328,0,6.291945472,70.74411569,0.196807878,0,0
0,-0.075585233,-1.083332921,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-9.578311979,503.9089548,-9.530907263,0,3.975060398,-1045.874947,0.187021992,0,0
0,-0.069815172,-1.041157584,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-6.996243488,488.8380326,-9.61141125,0,6.929629273,-356.7165595,0.194934632,0,0
0,-0.064073167,-1.029265601,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-8.978399184,472.3934944,-9.8938141,0,6.506842333,-1624.266176,0.197269436,0,0
0,-0.058993123,-1.067050163,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-11.74990027,457.0676858,-9.457897919,0,3.357747473,44.18975753,0.190092903,0,0
0,-0.053578865,-1.005498202,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-10.33178178,438.6672563,-10.11542161,0,7.357733683,-21.67035047,0.201880572,0,0
0,-0.048835478,-1.057977303,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-1.826309398,421.3575956,-9.442371094,0,7.929996942,479.3800995,0.191877043,0,0
0,-0.043908114,-0.996966488,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-16.16838506,399.1688027,-9.817704028,0,5.794940032,-536.912767,0.203420042,0,0
0,-0.038008883,-1.013133598,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-15.06829029,369.996773,-9.812725568,0,5.488124726,-412.9525352,0.2005548,0,0
0,-0.031934394,-1.011504562,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-3.909248072,348.1315312,-9.278365569,0,9.431200982,144.9804312,0.200404663,0,0
0,-0.027604647,-0.97175863,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-16.37578118,309.7970402,-9.976398191,0,8.82255503,-1048.270596,0.208636379,0,0
0,-0.021354153,-0.957527943,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-17.69569981,271.6785739,-9.621987511,0,7.451223401,-1040.324127,0.21156775,0,0
0,-0.016086801,-0.944898526,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-23.29267854,217.4036151,-9.476351642,0,8.455903851,-248.3622234,0.21431274,0,0
0,-0.011443732,-0.942353442,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-10.77183484,169.9904,-9.070407424,0,13.1028058,95.84489333,0.214983324,0,0
0,-0.005923184,-0.93361124,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-21.19152412,90.53421121,-9.099551079,0,11.69710223,212.5609679,0.217228234,0,0
0,-0.000492667,-0.919074535,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-21.46783077,8.147009118,-9.142523919,0,13.05527389,-755.0096579,0.22088599,0,0
0,0.004978892,-0.958237255,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-13.02058472,-68.0693528,-9.448391258,0,18.39340481,-196.0424064,0.211884188,0,0
0,0.010064227,-0.963838721,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-18.92759943,-132.0416398,-9.031335956,0,14.1398983,-796.164101,0.210338337,0,0
0,0.015513911,-0.989346469,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-17.14935706,-186.3426265,-8.993863416,0,15.69058237,506.5689295,0.20544151,0,0
0,0.020864513,-0.988255834,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-13.44442829,-234.2148381,-8.955575037,0,19.38169548,313.2920268,0.205466003,0,0
0,0.026057709,-1.034267247,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-8.371564463,-262.2511796,-8.814456809,0,16.74523875,87.60893199,0.196121891,0,0
0,0.031207012,-1.011197178,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-13.17664303,-302.0554349,-9.108412892,0,17.05208072,683.9630916,0.201185473,0,0
0,0.036534945,-1.016630657,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-8.665828878,-331.1232835,-8.609935295,0,17.88040571,1072.673984,0.199626785,0,0
0,0.042923316,-1.068864323,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-3.354613818,-349.6313548,-8.722617316,0,17.48844219,650.3151395,0.189723977,0,0
0,0.047002636,-1.005144758,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-9.285604868,-387.6444399,-8.894355344,0,17.73757124,120.2848092,0.201882183,0,0
0,0.052431297,-1.020517829,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-8.463829649,-408.3747189,-8.935598087,0,17.16137565,744.8665867,0.198933929,0,0
0,0.05819331,-1.010272544,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-1.079427905,-436.9796257,-9.249259623,0,19.11933323,1214.884131,0.200759498,0,0
0,0.063403282,-0.999222515,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-4.970113593,-455.6720584,-9.179837153,0,17.25424353,735.5631897,0.202918233,0,0
0,0.069452263,-0.986988408,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-4.017524874,-477.031016,-9.069900351,0,18.08506307,812.5689353,0.205373134,0,0
0,0.074247477,-0.990503095,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-1.647631118,-489.4454067,-9.004572964,0,18.78005087,477.6712955,0.204706371,0,0
0,0.078854166,-0.993330325,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-2.355618769,-497.0506701,-9.398763091,0,17.64454348,533.5305051,0.204096747,0,0
0,0.085321566,-0.983060119,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-3.828087326,-511.0878958,-8.943748201,0,16.47085628,397.3589357,0.206205926,0,0
0,0.090279123,-0.979282748,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-0.195764285,-520.10414,-8.774819682,0,18.024629,866.454762,0.207010548,0,0
0,0.095131076,-1.002186772,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-1.816067116,-519.4169819,-9.40673107,0,17.36875448,830.0024468,0.202213018,0,0
0,0.101020681,-0.976053949,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-2.791762763,-534.3431188,-8.947954903,0,16.31263987,1057.264374,0.207675742,0,0
0,0.106523851,-0.988067703,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,0.235646903,-535.7405033,-9.184106778,0,17.0141843,471.7823055,0.205280428,0,0
0,0.111828018,-0.995754228,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,0.146859763,-537.2430155,-9.525547689,0,16.35592093,82.33477767,0.203663836,0,0
0,0.116804138,-0.980447063,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-2.290946387,-546.3582059,-9.480764348,0,15.78704271,734.3097206,0.206668173,0,0
0,0.121951238,-0.979190288,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-0.241590143,-551.0971792,-9.614417494,0,16.57454107,390.6266904,0.207083034,0,0
0,0.127688521,-0.983232262,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-0.188206595,-552.2339181,-9.46640747,0,15.57742118,1509.467619,0.206259709,0,0
0,0.132998975,-0.981130103,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,0.79462351,-554.2651912,-9.314512083,0,15.43103716,-570.8869387,0.206715441,0,0
0,0.138608049,-0.985008416,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-0.69049608,-556.4481545,-9.438070256,0,16.06610875,1405.868281,0.205785978,0,0
0,0.143371179,-0.975123736,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,0.906274777,-562.2966115,-9.313892475,0,15.18129776,689.3309822,0.208010215,0,0
0,0.148658909,-0.977828533,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-1.004615708,-563.3028306,-9.177606355,0,14.78822097,657.3729971,0.207374203,0,0
0,0.154380183,-0.986260622,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,0.225676337,-563.8250056,-9.42197979,0,15.67033645,1210.145621,0.205678943,0,0
0,0.159562517,-0.974558164,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-0.507691765,-568.4299513,-8.949442989,0,14.36567202,-52.10911942,0.208030422,0,0
0,0.164752938,-0.983394724,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-0.905143151,-567.7359181,-9.591068965,0,14.16175682,930.731592,0.206229603,0,0
0,0.169939363,-0.961500565,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-0.085308727,-577.5055229,-9.011351968,0,15.05263605,1242.465219,0.210938925,0,0
0,0.176015942,-0.98355304,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-0.35429601,-570.4966791,-9.524771573,0,14.00310774,742.8838769,0.206255877,0,0
0,0.181092731,-0.970849164,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-0.696257136,-577.4757918,-9.571299949,0,14.29227874,1481.781819,0.208894366,0,0
0,0.186206496,-0.958461003,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,1.485848327,-583.6477236,-9.412949306,0,14.5676831,1013.130346,0.211624189,0,0
0,0.191185876,-0.977067999,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-1.120637487,-578.2789572,-9.758887708,0,13.38307814,927.6504296,0.207446126,0,0
0,0.197481471,-0.978696887,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-11.96861806,-576.077721,-8.746712333,0,8.148690123,917.0911415,0.207061837,0,0
0,0.202164152,-0.985000986,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-7.073870601,-581.0464548,-9.742335837,0,11.79275784,-1068.225823,0.205709,0,0
0,0.207121214,-0.993516468,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-18.36628914,-571.6380354,-8.9860483,0,4.316962265,-213.9448715,0.203736983,0,0
0,0.211496498,-1.015511673,0.034765304,-221.3797831,11.1648622,82158.49799,0,0,-21.09117567,-564.4415511,-9.087994702,0,2.922321997,-341.0490007,0.199349799,0,0
0,-0.212632346,-1.000788984,0.03479685,-1114.622335,11.16541653,82841.11557,0,0,-3.886980418,2510.458809,-56.42782028,0,14.60034839,-666.3068369,0.185860278,0,0
0,-0.205165826,-1.002234546,0.03479685,-1114.622335,11.16541653,82841.11557,0,0,-7.876860678,2507.634264,-56.94439903,0,12.68593469,-2528.547733,0.185605656,0,0
0,-0.200264469,-0.998011967,0.03479685,-1114.622335,11.16541653,82841.11557,0,0,-45.4917333,2515.18719,-56.637741,0,-5.626602973,-890.8401072,0.186443573,0,0
0,-0.195003266,-0.997206694,0.03479685,-1114.622335,11.16541653,82841.11557,0,0,-28.33110494,2517.745897,-56.85060255,0,0.928010472,-1962.213391,0.186608735,0,0
0,-0.190371461,-0.997290638,0.03479685,-1114.622335,11.16541653,82841.11557,0,0,-18.50408183,2516.607537,-56.50200927,0,2.068495708,-1639.163278,0.186643623,0,0
0,-0.184218218,-0.993148072,0.03479685,-1114.622335,11.16541653,82841.11557,0,0,-38.34698512,2533.385196,-56.69275834,0,-5.187667171,-659.6744864,0.187426213,0,0
0,-0.179350763,-0.994579262,0.03479685,-1114.622335,11.16541653,82841.11557,0,0,-34.51072562,2520.772152,-56.72742584,0,-7.947351429,-936.8498461,0.187178454,0,0
0,-0.173977307,-0.990151523,0.03479685,-1114.622335,11.16541653,82841.11557,0,0,-21.75202966,2537.139339,-57.01586219,0,-2.853983657,-594.2965801,0.188104193,0,0
0,-0.167968644,-0.990699322,0.03479685,-1114.622335,11.16541653,82841.11557,0,0,-33.14169174,2534.56473,-57.10763862,0,-7.487970282,-1138.005253,0.188009722,0,0
0,-0.1631324,-0.991273871,0.03479685,-1114.622335,11.16541653,82841.11557,0,0,-34.00526973,2522.317455,-56.43694862,0,-12.61287477,-2138.175783,0.187965129,0,0
0,-0.157890671,-0.987529716,0.03479685,-1114.622335,11.16541653,82841.11557,0,0,-23.75963587,2530.31858,-56.79179657,0,-9.828253478,-897.7391053,0.188822769,0,0
0,-0.152482238,-0.994247266,0.03479685,-1114.622335,11.16541653,82841.11557,0,0,-27.92469474,2500.494009,-56.74262495,0,-11.97194538,-877.6396866,0.18745617,0,0
