ET,SA,SR,IA,FZ,V,P ,REIn,TS,FX,FY,MX,MY,MZ,REOut,RL,T,TX
s,rad,-,rad,N,m/s,Pa,m,1/m,N,N,Nm,Nm,Nm,m,m,m,m
0,0.025798805,-1.011314957,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-27.81227192,-780.3513478,6.259925155,0,26.14093372,414.8259276,0.192147379,0,0
0,0.031193791,-1.021270148,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-32.17439726,-893.4655131,7.386478915,0,26.16169878,566.7611453,0.190250315,0,0
0,0.037402228,-1.026284972,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-20.62617908,-1021.011484,8.681839939,0,32.20404927,1087.041885,0.189355677,0,0
0,0.042130852,-1.009552164,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-22.88725249,-1149.255479,10.44499215,0,32.57029991,1770.53645,0.192517682,0,0
0,0.047219451,-1.004784252,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-19.36284792,-1252.487766,11.5095279,0,35.74289487,1732.84862,0.193483283,0,0
0,0.053000015,-0.994346016,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-15.02300082,-1374.510239,12.37022182,0,35.29931729,890.9290586,0.195680259,0,0
0,0.058041929,-0.988632028,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-16.96600876,-1469.66393,13.97440043,0,35.90144385,369.0764854,0.196663724,0,0
0,0.063820626,-1.006015174,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-13.62821021,-1521.132592,15.40537253,0,39.61655221,1402.312798,0.192959858,0,0
0,0.068913542,-0.991803828,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-11.12465732,-1626.160342,15.49209205,0,37.87956854,989.3281864,0.19584939,0,0
0,0.074431476,-0.990696224,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-11.28870968,-1701.856312,16.53823784,0,36.3365143,703.1694804,0.195706045,0,0
0,0.080200966,-1.015208869,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-15.11578844,-1702.693559,17.55803181,0,37.02045527,1416.874706,0.190602931,0,0
0,0.084568015,-0.989810564,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-7.867886583,-1820.371326,17.49496728,0,34.94094548,1027.653655,0.195818309,0,0
0,0.090170453,-1.001072668,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-9.360229407,-1838.697224,18.36169156,0,34.18049596,868.4979155,0.19329946,0,0
0,0.096766873,-1.013795409,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-10.6833589,-1855.330581,19.16852504,0,33.09163465,1263.911139,0.190640692,0,0
0,0.100687095,-0.997635692,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-7.591057615,-1938.623611,19.69446534,0,31.3434512,-227.88953,0.193803687,0,0
0,0.106276365,-1.004079714,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-9.801208914,-1952.454114,20.07129598,0,29.44985509,1276.726912,0.192327836,0,0
0,0.112883802,-1.015249183,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-9.983341856,-1959.344812,20.79124624,0,28.30542597,914.5423711,0.189965152,0,0
0,0.116728478,-0.995654568,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-5.723532653,-2051.048375,21.06120795,0,27.41172407,1268.687186,0.193826982,0,0
0,0.122308537,-1.00620245,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-9.97666456,-2040.502928,21.52192329,0,25.38695608,793.9696701,0.191571393,0,0
0,0.128679527,-1.013435341,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-12.23806526,-2044.036784,21.68016646,0,23.44317214,1163.141032,0.189993159,0,0
0,0.133746228,-1.008195518,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-7.831985244,-2079.954048,22.13325152,0,23.41275508,919.9872023,0.190954922,0,0
0,0.13903195,-0.998551428,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-4.866539046,-2139.000046,22.03040236,0,21.82641806,1158.857356,0.192814369,0,0
0,0.144220757,-1.017260488,0.000100195,-882.5619422,11.16598502,84052.24719,0,0,-16.34715296,-2073.014835,22.18845119,0,18.12063472,1511.068859,0.189022432,0,0
