RoadSpeed,TirePressure,InclinationAngle,NormalForce,SlipAngle,ElapsedTime,LateralForce,Index,FY
25,12,-0,-256.05,10.258,33.52,-518.9,A2356raw14.mat_Line3353,-606.333085663863
25,12,0,-257.37,10.189,33.53,-527.75,A2356raw14.mat_Line3354,-609.770678104116
25,12,0,-257.45,10.123,33.54,-533.28,A2356raw14.mat_Line3355,-610.006768987336
25,12,0,-255.06,10.069,33.55,-534.62,A2356raw14.mat_Line3356,-603.862938012453
25,12,0,-252.72,10.004,33.56,-529.74,A2356raw14.mat_Line3357,-597.862248582996
25,12,0,-249.32,9.949,33.57,-520.06,A2356raw14.mat_Line3358,-589.141748979915
25,12,0,-246.11,9.884,33.58,-508.09,A2356raw14.mat_Line3359,-580.932018595914
25,12,0,-244.71,9.814,33.59,-498.78,A2356raw14.mat_Line3360,-577.375412428965
25,12,0,-244.6,9.757,33.6,-494.93,A2356raw14.mat_Line3361,-577.119363932943
25,12,0,-246.87,9.678,33.61,-496.5,A2356raw14.mat_Line3362,-582.975254555541
25,12,0,-248.54,9.601,33.62,-501.8,A2356raw14.mat_Line3363,-587.298939145825
25,12,0,-251.14,9.533,33.63,-509.1,A2356raw14.mat_Line3364,-594.016737340521
25,12,0,-253.26,9.436,33.64,-518.88,A2356raw14.mat_Line3365,-599.524975055916
25,12,0,-254.47,9.357,33.65,-530.36,A2356raw14.mat_Line3366,-602.685506058996
25,12,0,-255.05,9.28,33.66,-540.15,A2356raw14.mat_Line3367,-604.222487516662
25,12,0,-254.51,9.193,33.67,-545.13,A2356raw14.mat_Line3368,-602.875643688589
25,12,0,-252.52,9.104,33.68,-542.48,A2356raw14.mat_Line3369,-597.792736839687
25,12,0,-249.57,9.009,33.69,-532.1,A2356raw14.mat_Line3370,-590.249942525349
25,12,0,-246.24,8.915,33.7,-518.26,A2356raw14.mat_Line3371,-581.745693011954
25,12,0,-244.13,8.82,33.71,-504.9,A2356raw14.mat_Line3372,-576.386325278487
25,12,0,-243.61,8.724,33.72,-497.11,A2356raw14.mat_Line3373,-575.107620815264
25,12,0,-244.45,8.638,33.73,-496.79,A2356raw14.mat_Line3374,-577.310440918292
25,12,0,-246.99,8.558,33.74,-503.63,A2356raw14.mat_Line3375,-583.877119464336
25,12,0,-249.84,8.478,33.75,-549.01,A2356raw15.mat_Line3376,-591.255042781062
25,12,0,-254.19,8.386,33.76,-529.76,A2356raw14.mat_Line3377,-602.528232790559
25,12,0,-256.26,8.296,33.77,-541.74,A2356raw14.mat_Line3378,-607.936565341884
25,12,0,-256.82,8.216,33.78,-546.89,A2356raw14.mat_Line3379,-609.439470908227
25,12,0,-254.19,8.144,33.79,-543.8,A2356raw14.mat_Line3380,-602.690652304978
25,12,0,-254.6,8.054,33.8,-539.11,A2356raw15.mat_Line3381,-603.81286312147
25,12,0,-255.94,7.987,33.81,-543.63,A2356raw15.mat_Line3382,-607.325068442386
25,12,0,-244.06,7.918,33.82,-508.04,A2356raw14.mat_Line3383,-576.768352026087
25,12,0,-244.31,7.86,33.83,-501.95,A2356raw14.mat_Line3384,-577.450619685305
25,12,0,-245.91,7.801,33.84,-503.03,A2356raw14.mat_Line3385,-581.601949105886
25,12,0,-248.38,7.719,33.85,-510.31,A2356raw14.mat_Line3386,-588.015209251467
25,12,0,-251.15,7.652,33.86,-521.96,A2356raw14.mat_Line3387,-595.204141369473
25,12,0,-253.39,7.586,33.87,-535.16,A2356raw14.mat_Line3388,-601.038542970524
25,12,0,-254.68,7.509,33.88,-546.98,A2356raw14.mat_Line3389,-604.435289432209
25,12,0,-254.5,7.427,33.89,-553.05,A2356raw14.mat_Line3390,-604.037753563219
25,12,0,-252.3,7.35,33.9,-550.88,A2356raw14.mat_Line3391,-598.416853097746
25,12,0,-249.5,7.271,33.91,-540.47,A2356raw14.mat_Line3392,-591.258868494773
25,12,0,-247.5,7.188,33.92,-526.66,A2356raw14.mat_Line3393,-586.177037489879
25,12,0,-246.09,7.115,33.93,-514.85,A2356raw14.mat_Line3394,-582.611358149947
25,12,0,-245.89,7.042,33.94,-507.99,A2356raw14.mat_Line3395,-582.161435543267
25,12,0,-247.62,6.956,33.95,-507.97,A2356raw14.mat_Line3396,-586.693706905006
25,12,0,-248.84,6.864,33.96,-514.02,A2356raw14.mat_Line3397,-589.925010149111
25,12,0,-251.03,6.778,33.97,-524.58,A2356raw14.mat_Line3398,-595.661412645239
25,12,0,-253.29,6.694,33.98,-536.72,A2356raw14.mat_Line3399,-601.589534018615
25,12,0,-253.96,6.61,33.99,-548.24,A2356raw14.mat_Line3400,-603.411831153784
25,12,0,-254.11,6.522,34,-554.77,A2356raw14.mat_Line3401,-603.895246857074
25,12,-0,-252.56,6.421,34.01,-554,A2356raw14.mat_Line3402,-599.994329392204
25,12,0,-255.18,6.346,34.02,-513.82,A2356raw15.mat_Line3403,-606.86691448971
25,12,0,-248.09,6.25,34.03,-534.12,A2356raw14.mat_Line3404,-588.63705031036
25,12,0,-247.09,6.171,34.04,-522.31,A2356raw14.mat_Line3405,-586.149289523577
25,12,0,-246.86,6.098,34.05,-514.84,A2356raw14.mat_Line3406,-585.643407302338
25,12,0,-247.41,6.01,34.06,-512.49,A2356raw14.mat_Line3407,-587.171111851182
25,12,0,-249.74,5.942,34.07,-515.61,A2356raw14.mat_Line3408,-593.277538473354
25,12,0,-251.61,5.852,34.08,-523.08,A2356raw14.mat_Line3409,-598.236150309285
25,12,0,-254.24,5.776,34.09,-533.04,A2356raw14.mat_Line3410,-605.159347590659
25,12,0,-256.05,5.702,34.1,-542.85,A2356raw14.mat_Line3411,-609.966209412237
25,12,0,-256.55,5.632,34.11,-550.01,A2356raw14.mat_Line3412,-611.36989042957
25,12,0,-254.68,5.551,34.12,-550.16,A2356raw14.mat_Line3413,-606.632965922219
25,12,0,-252.21,5.468,34.13,-543.16,A2356raw14.mat_Line3414,-600.350195866537
25,12,0,-259.35,5.394,34.14,-490.3,A2356raw15.mat_Line3415,-619.038206152543
25,12,0,-247.32,5.317,34.15,-517.49,A2356raw14.mat_Line3416,-587.92495252262
25,12,0,-246.84,5.248,34.16,-507.85,A2356raw14.mat_Line3417,-586.796560256734
25,12,0,-247.59,5.182,34.17,-503.97,A2356raw14.mat_Line3418,-588.847884358787
25,12,0,-250.1,5.1,34.18,-505.69,A2356raw14.mat_Line3419,-595.493781616909
25,12,0,-252.78,5.022,34.19,-512.09,A2356raw14.mat_Line3420,-602.594263207279
25,12,0,-255.09,4.943,34.2,-519.56,A2356raw14.mat_Line3421,-608.755140482616
25,12,0,-257.04,4.85,34.21,-527.03,A2356raw14.mat_Line3422,-614.02446162774
25,12,0,-256.19,4.77,34.22,-531.54,A2356raw14.mat_Line3423,-611.975205813309
25,12,-0,-254.58,4.691,34.23,-531.22,A2356raw14.mat_Line3424,-607.948648979165
25,12,0,-248.54,4.515,34.25,-512.71,A2356raw14.mat_Line3426,-592.631193838462
25,12,0,-247.39,4.446,34.26,-499.81,A2356raw14.mat_Line3427,-589.806062831939
25,12,0,-246.67,4.366,34.27,-490.19,A2356raw14.mat_Line3428,-588.129122033321
25,12,0,-250.78,4.203,34.29,-483.09,A2356raw14.mat_Line3430,-599.233689438179
25,12,0,-253.73,4.118,34.3,-485.3,A2356raw14.mat_Line3431,-607.164979936333
25,12,0,-256.2,4.036,34.31,-489.04,A2356raw14.mat_Line3432,-613.865097021596
25,12,0,-256.89,3.873,34.33,-493.26,A2356raw14.mat_Line3434,-616.189627153641
25,12,-0,-249.44,3.646,34.36,-473.96,A2356raw14.mat_Line3437,-597.481330248843
25,12,0,-248.81,3.568,34.37,-462.62,A2356raw14.mat_Line3438,-596.124638233139
25,12,0,-248.59,3.487,34.38,-452.24,A2356raw14.mat_Line3439,-595.863724065714
25,12,0,-249.94,3.409,34.39,-444.17,A2356raw14.mat_Line3440,-599.713293672584
25,12,0,-252.19,3.338,34.4,-439.7,A2356raw14.mat_Line3441,-605.916969405888
25,12,0,-255.3,3.255,34.41,-437.39,A2356raw14.mat_Line3442,-614.472306618793
25,12,0,-256.54,3.186,34.42,-436.8,A2356raw14.mat_Line3443,-618.076825390057
25,12,0,-258.14,3.096,34.43,-436.03,A2356raw14.mat_Line3444,-622.768628051379
25,12,-0,-257.72,3.008,34.44,-434.63,A2356raw14.mat_Line3445,-622.148029866868
25,12,0,-253.9,2.861,34.46,-424.37,A2356raw14.mat_Line3447,-612.933642780388
25,12,0,-238.59,-4.825,35.42,473.01,A2356raw14.mat_Line3543,566.256163648929
25,12,0,-240.29,-4.888,35.43,478.56,A2356raw14.mat_Line3544,570.517718224738
25,12,0,-241.7,-4.974,35.44,482.75,A2356raw14.mat_Line3545,573.995745654941
25,12,0,-240.68,-5.056,35.45,484.13,A2356raw14.mat_Line3546,571.221203802573
25,12,0,-238.92,-5.127,35.46,482.45,A2356raw14.mat_Line3547,566.568962250014
25,12,0,-233.6,-5.371,35.49,475.66,A2356raw14.mat_Line3550,552.530315389403
25,12,0,-233.33,-5.457,35.5,477.98,A2356raw14.mat_Line3551,551.714534468991
25,12,0,-235.33,-5.537,35.51,482.64,A2356raw14.mat_Line3552,556.724900039769
25,12,0,-240.75,-5.7,35.53,494.36,A2356raw14.mat_Line3554,570.415696835683
25,12,0,-242.6,-5.777,35.54,500.08,A2356raw14.mat_Line3555,575.072459260072
25,12,0,-243.67,-5.866,35.55,503.48,A2356raw14.mat_Line3556,577.711097973087
25,12,-0,-241.47,-6.016,35.57,500.88,A2356raw14.mat_Line3558,571.862591978762
25,12,0,-239.96,-6.104,35.58,495.93,A2356raw14.mat_Line3559,567.878736328374
25,12,0,-237.82,-6.183,35.59,490.82,A2356raw14.mat_Line3560,562.298629244705
25,12,0,-236.45,-6.271,35.6,488.35,A2356raw14.mat_Line3561,558.692106465195
25,12,0,-237.13,-6.34,35.61,489.74,A2356raw14.mat_Line3562,560.359335070759
25,12,-0,-238.83,-6.436,35.62,493.77,A2356raw14.mat_Line3563,564.614331365575
25,12,0,-240.16,-6.505,35.63,500.26,A2356raw14.mat_Line3564,567.953946540841
25,12,0,-242.54,-6.582,35.64,507.36,A2356raw14.mat_Line3565,573.98592587428
25,12,0,-244.31,-6.654,35.65,514.18,A2356raw14.mat_Line3566,578.463595553473
25,12,0,-244.65,-6.737,35.66,517.75,A2356raw14.mat_Line3567,579.256269601191
25,12,0,-244.01,-6.823,35.67,516.82,A2356raw14.mat_Line3568,577.528042734161
25,12,0,-243.01,-6.891,35.68,511.88,A2356raw14.mat_Line3569,574.89500490754
25,12,0,-241.43,-6.977,35.69,504.77,A2356raw14.mat_Line3570,570.761346616284
25,12,0,-239.8,-7.059,35.7,498.26,A2356raw14.mat_Line3571,566.510627949
25,12,0,-238.87,-7.136,35.71,495.01,A2356raw14.mat_Line3572,564.063302706853
25,12,0,-238.95,-7.216,35.72,495.46,A2356raw14.mat_Line3573,564.201737352507
25,12,0,-240.1,-7.298,35.73,499.79,A2356raw14.mat_Line3574,567.079915088535
25,12,0,-242.16,-7.374,35.74,506.27,A2356raw14.mat_Line3575,572.299193260637
25,12,0,-239.02,-7.454,35.75,528.03,A2356raw15.mat_Line3576,564.192078218492
25,12,0,-244.93,-7.55,35.76,521.76,A2356raw14.mat_Line3577,579.271530386083
25,12,0,-245.84,-7.619,35.77,526.27,A2356raw14.mat_Line3578,581.557072669485
25,12,0,-245.49,-7.695,35.78,525.35,A2356raw14.mat_Line3579,580.600513025674
25,12,0,-236.14,-7.861,35.8,523.71,A2356raw15.mat_Line3581,556.537999563646
25,12,0,-241.61,-7.942,35.81,502.58,A2356raw14.mat_Line3582,570.470314363943
25,12,0,-241.45,-8.031,35.82,497.92,A2356raw14.mat_Line3583,570.000467761349
25,12,0,-241.5,-8.101,35.83,497.44,A2356raw14.mat_Line3584,570.082280339412
25,12,-0,-242.92,-8.181,35.84,501.16,A2356raw14.mat_Line3585,573.668358805651
25,12,0,-243.95,-8.279,35.85,508.27,A2356raw14.mat_Line3586,576.246413581736
25,12,0,-245.34,-8.346,35.86,516.65,A2356raw14.mat_Line3587,579.77045335599
25,12,0,-246.61,-8.428,35.87,525.01,A2356raw14.mat_Line3588,582.980345381134
25,12,0,-246.39,-8.504,35.88,529.52,A2356raw14.mat_Line3589,582.368650582301
25,12,0,-237.91,-8.585,35.89,530.19,A2356raw15.mat_Line3590,560.606564968657
25,12,0,-245.56,-8.67,35.9,522.72,A2356raw14.mat_Line3591,580.13924451446
25,12,0,-238.19,-8.751,35.91,529.72,A2356raw15.mat_Line3592,561.228572071218
25,12,0,-243.75,-8.827,35.92,503.18,A2356raw14.mat_Line3593,575.408523663347
25,12,0,-242.8,-8.919,35.93,495.73,A2356raw14.mat_Line3594,572.924559839708
25,12,0,-243.37,-8.992,35.94,492.76,A2356raw14.mat_Line3595,574.345158194267
25,12,0,-244.2,-9.062,35.95,494.45,A2356raw14.mat_Line3596,576.434556588142
25,12,0,-245.64,-9.152,35.96,501.13,A2356raw14.mat_Line3597,580.079292335445
25,12,0,-246.61,-9.231,35.97,510.12,A2356raw14.mat_Line3598,582.527113307349
25,12,0,-247.62,-9.307,35.98,519.58,A2356raw14.mat_Line3599,585.081097175592
25,12,0,-247.71,-9.396,35.99,526.26,A2356raw14.mat_Line3600,585.267416782609
25,12,0,-247.19,-9.472,36,526.89,A2356raw14.mat_Line3601,583.894899196427
25,12,0,-246.07,-9.55,36.01,521.77,A2356raw14.mat_Line3602,580.98360527027
25,12,0,-245.23,-9.635,36.02,512.01,A2356raw14.mat_Line3603,578.789819853474
25,12,0,-244.23,-9.711,36.03,501.46,A2356raw14.mat_Line3604,576.192627627464
25,12,0,-241.29,-9.787,36.04,537.44,A2356raw15.mat_Line3605,568.636424446877
25,12,0,-243.81,-9.867,36.05,491.21,A2356raw14.mat_Line3606,575.047044658896
25,12,0,-243.81,-9.947,36.06,493.83,A2356raw14.mat_Line3607,575.011983206275
25,12,0,-245.06,-10.027,36.07,500.81,A2356raw14.mat_Line3608,578.178401331198
25,12,0,-246.21,-10.114,36.08,509.81,A2356raw14.mat_Line3609,581.088263858444
25,12,0,-244.32,-10.2,36.09,540.24,A2356raw15.mat_Line3610,576.210263815786
25,12,0,-247.03,-10.265,36.1,526.73,A2356raw14.mat_Line3611,583.127442089414
25,12,0,-246.3,-10.351,36.11,527.98,A2356raw14.mat_Line3612,581.220510492832
25,12,-0,-246.56,-10.431,36.12,522.72,A2356raw14.mat_Line3613,581.85475233336
25,12,0,-245.33,-10.508,36.13,512.93,A2356raw14.mat_Line3614,578.672572775105
25,12,0,-243.98,-10.593,36.14,501.92,A2356raw14.mat_Line3615,575.183679360159
25,12,0,-243.37,-10.679,36.15,493.99,A2356raw14.mat_Line3616,573.590631945686
25,12,0,-243.58,-10.756,36.16,491.05,A2356raw14.mat_Line3617,574.099063098879
25,12,0,-243.52,-10.836,36.17,493.69,A2356raw14.mat_Line3618,573.916239001106
25,12,-0,-244.16,-10.909,36.18,500.21,A2356raw14.mat_Line3619,575.526902691544
25,12,0,-244.87,-10.992,36.19,508.58,A2356raw14.mat_Line3620,577.314048349675
25,12,0,-245.6,-11.065,36.2,516.96,A2356raw14.mat_Line3621,579.157028258826
25,12,0,-246.44,-11.148,36.21,523.01,A2356raw14.mat_Line3622,581.279378242595
25,12,0,-247.13,-11.236,36.22,523.95,A2356raw14.mat_Line3623,583.016935744826
25,12,0,-246.81,-11.306,36.23,518.66,A2356raw14.mat_Line3624,582.172958829024
25,12,0,-246.56,-11.384,36.24,509.05,A2356raw14.mat_Line3625,581.506172952019
25,12,0,-245.98,-11.453,36.25,497.72,A2356raw14.mat_Line3626,579.997802823064
25,12,0,-244.73,-11.535,36.26,488.87,A2356raw14.mat_Line3627,576.771738219403
25,12,0,-243.95,-11.618,36.27,542.54,A2356raw15.mat_Line3628,574.750279223195
25,12,0,-244.87,-11.688,36.28,486.71,A2356raw14.mat_Line3629,577.081195975294
25,12,0,-245.87,-11.741,36.29,493.37,A2356raw14.mat_Line3630,579.62370856203
25,12,0,-246.46,-11.788,36.3,502.2,A2356raw14.mat_Line3631,581.119674425781
25,12,0,-246.81,-11.834,36.31,512.27,A2356raw14.mat_Line3632,582.001790237964
25,12,0,-247.45,-11.881,36.32,520.65,A2356raw14.mat_Line3633,583.626890842074
25,12,0,-247.81,-11.924,36.33,524.37,A2356raw14.mat_Line3634,584.536245594588
25,12,0,-247.48,-11.951,36.34,521.72,A2356raw14.mat_Line3635,583.682333847741
25,12,0,-244.67,-11.979,36.35,531.31,A2356raw15.mat_Line3636,576.480485981746
25,12,0,-246.89,-11.996,36.36,502.47,A2356raw14.mat_Line3637,582.157251471361
25,12,0,-245.66,-11.997,36.37,492.22,A2356raw14.mat_Line3638,579.007878331919
25,12,0,-245.84,-12.007,36.38,486.17,A2356raw14.mat_Line3639,579.465566594358
25,12,0,-245.87,-11.992,36.39,486.18,A2356raw14.mat_Line3640,579.546841230281
25,12,0,-246.68,-11.983,36.4,491.47,A2356raw14.mat_Line3641,581.623337264904
25,12,0,-247.29,-11.966,36.41,500.33,A2356raw14.mat_Line3642,583.190966627623
25,12,0,-247.53,-11.95,36.42,510.73,A2356raw14.mat_Line3643,583.810757085223
25,12,0,-247.97,-11.947,36.43,520.21,A2356raw14.mat_Line3644,584.939301751467
25,12,0,-247.8,-11.926,36.44,525.64,A2356raw14.mat_Line3645,584.51000399506
25,12,0,-245.6,-11.92,36.45,533.37,A2356raw15.mat_Line3646,578.87750798828
25,12,0,-247.39,-11.913,36.46,517.9,A2356raw14.mat_Line3647,583.463326571655
25,12,0,-247.22,-11.919,36.47,507.35,A2356raw14.mat_Line3648,583.025935724342
25,12,0,-245.95,-11.906,36.48,496.32,A2356raw14.mat_Line3649,579.777585179407
25,12,0,-245.12,-11.906,36.49,489.04,A2356raw14.mat_Line3650,577.653525282826
25,12,0,-244.97,-11.911,36.5,486.87,A2356raw14.mat_Line3651,577.26827054265
25,12,0,-245.06,-11.907,36.51,490.6,A2356raw14.mat_Line3652,577.499721175539
25,12,0,-245.06,-11.906,36.52,497.89,A2356raw14.mat_Line3653,577.500024026389
25,12,0,-245.83,-11.91,36.53,507.82,A2356raw14.mat_Line3654,579.469204109014
25,12,0,-246.37,-11.894,36.54,517.58,A2356raw14.mat_Line3655,580.856518293624
25,12,0,-246.93,-11.873,36.55,524.55,A2356raw14.mat_Line3656,582.297134180375
25,12,0,-247.11,-11.848,36.56,526.41,A2356raw14.mat_Line3657,582.765948023007
25,12,0,-246.46,-11.808,36.57,522.54,A2356raw14.mat_Line3658,581.113458645329
25,12,0,-246.42,-11.783,36.58,513.85,A2356raw14.mat_Line3659,581.018798281763
25,12,0,-244.98,-11.738,36.59,503.76,A2356raw14.mat_Line3660,577.34697083484
25,12,0,-244.18,-11.692,36.6,495.52,A2356raw14.mat_Line3661,575.315102286688
25,12,0,-243.73,-11.634,36.61,491.93,A2356raw14.mat_Line3662,574.182754028856
25,12,0,-243.75,-11.545,36.62,493.47,A2356raw14.mat_Line3663,574.262173942932
25,12,0,-245.46,-11.475,36.63,555.96,A2356raw15.mat_Line3664,578.659307907847
25,12,0,-245.75,-11.383,36.64,507.58,A2356raw14.mat_Line3665,579.432085507108
25,12,0,-246.86,-11.29,36.65,516.6,A2356raw14.mat_Line3666,582.306517719402
25,12,0,-246.88,-11.184,36.66,524.07,A2356raw14.mat_Line3667,582.394236146525
25,12,0,-246.8,-11.094,36.67,527.5,A2356raw14.mat_Line3668,582.220745966513
25,12,0,-246.58,-10.994,36.68,525.04,A2356raw14.mat_Line3669,581.692602377895
25,12,0,-244.89,-10.909,36.69,537.59,A2356raw15.mat_Line3670,577.395038184664
25,12,0,-244.56,-10.822,36.7,507.84,A2356raw14.mat_Line3671,576.582109346689
25,12,0,-243.93,-10.743,36.71,498.68,A2356raw14.mat_Line3672,574.999210158837
25,12,0,-243.42,-10.654,36.72,493.72,A2356raw14.mat_Line3673,573.727911706984
25,12,0,-243.47,-10.583,36.73,494.49,A2356raw14.mat_Line3674,573.882748240774
25,12,0,-243.93,-10.502,36.74,499.93,A2356raw14.mat_Line3675,575.090845273483
25,12,0,-244.51,-10.425,36.75,508.78,A2356raw14.mat_Line3676,576.605554137324
25,12,0,-245.72,-10.359,36.76,518.7,A2356raw14.mat_Line3677,579.730899059727
25,12,0,-245.97,-10.288,36.77,526.76,A2356raw14.mat_Line3678,580.40042417931
25,12,0,-246.1,-10.215,36.78,530.48,A2356raw14.mat_Line3679,580.763784407847
25,12,0,-245.87,-10.149,36.79,528.61,A2356raw14.mat_Line3680,580.20194223314
25,12,0,-245.16,-10.084,36.8,522.56,A2356raw14.mat_Line3681,578.410188905355
25,12,0,-244.74,-10.014,36.81,513.88,A2356raw14.mat_Line3682,577.36430759594
25,12,0,-243.85,-9.953,36.82,506.12,A2356raw14.mat_Line3683,575.111771096347
25,12,0,-247.41,-9.882,36.83,536.79,A2356raw15.mat_Line3684,584.267449254673
25,12,0,-241.94,-9.811,36.84,503.02,A2356raw14.mat_Line3685,570.287458743245
25,12,0,-242.36,-9.724,36.85,508.75,A2356raw14.mat_Line3686,571.400487179066
25,12,0,-248.97,-9.655,36.86,545.93,A2356raw15.mat_Line3687,588.37788988261
25,12,0,-244.36,-9.569,36.87,526.13,A2356raw14.mat_Line3688,576.59159385134
25,12,-0,-245.44,-9.49,36.88,533.89,A2356raw14.mat_Line3689,579.396998481915
25,12,-0,-245.75,-9.417,36.89,537.91,A2356raw14.mat_Line3690,580.227405255046
25,12,0,-245.15,-9.351,36.9,536.67,A2356raw14.mat_Line3691,578.7216133962
25,12,0,-244.67,-9.257,36.91,530.91,A2356raw14.mat_Line3692,577.538370867761
25,12,0,-244.27,-9.162,36.92,521.93,A2356raw14.mat_Line3693,576.561793082257
25,12,-0,-243.22,-9.085,36.93,513.41,A2356raw14.mat_Line3694,573.911907464298
25,12,0,-242.05,-9.002,36.94,508.46,A2356raw14.mat_Line3695,570.960239797347
25,12,0,-241.82,-8.915,36.95,508.14,A2356raw14.mat_Line3696,570.418072722396
25,12,0,-241.7,-8.819,36.96,512.02,A2356raw14.mat_Line3697,570.163257114113
25,12,0,-242.9,-8.734,36.97,519.17,A2356raw14.mat_Line3698,573.282926916787
25,12,0,-243.02,-8.648,36.98,528,A2356raw14.mat_Line3699,573.639419158555
25,12,0,-244.7,-8.561,36.99,537.46,A2356raw14.mat_Line3700,577.9969152137
25,12,0,-245.15,-8.479,37,543.83,A2356raw14.mat_Line3701,579.200669117118
25,12,0,-244.48,-8.393,37.01,545.23,A2356raw14.mat_Line3702,577.534422393335
25,12,0,-244.03,-8.299,37.02,540.42,A2356raw14.mat_Line3703,576.438931379122
25,12,0,-243.38,-8.226,37.03,532.04,A2356raw14.mat_Line3704,574.818598849692
25,12,0,-243.01,-8.154,37.04,522.13,A2356raw14.mat_Line3705,573.916570522182
25,12,0,-241.9,-8.091,37.05,515.14,A2356raw14.mat_Line3706,571.113374762584
25,12,0,-241.45,-8.004,37.06,513.13,A2356raw14.mat_Line3707,570.018523332385
25,12,0,-242.17,-7.925,37.07,515.13,A2356raw14.mat_Line3708,571.916805188153
25,12,0,-243.26,-7.852,37.08,521.19,A2356raw14.mat_Line3709,574.762180494234
25,12,0,-244.19,-7.786,37.09,529.56,A2356raw14.mat_Line3710,577.195433223925
25,12,-0,-245.31,-7.712,37.1,538.4,A2356raw14.mat_Line3711,580.125459858802
25,12,0,-245.71,-7.63,37.11,545.37,A2356raw14.mat_Line3712,581.214609292843
25,12,0,-245.47,-7.566,37.12,547.7,A2356raw14.mat_Line3713,580.646685110422
25,12,0,-245.08,-7.493,37.13,544.14,A2356raw14.mat_Line3714,579.70120903568
25,12,0,-244.69,-7.414,37.14,536.39,A2356raw14.mat_Line3715,578.7617082993
25,12,0,-243.73,-7.345,37.15,526.59,A2356raw14.mat_Line3716,576.351581040169
25,12,0,-242.99,-7.258,37.16,518.99,A2356raw14.mat_Line3717,574.523086329995
25,12,0,-243.31,-7.185,37.17,515.28,A2356raw14.mat_Line3718,575.405715985718
25,12,0,-243.44,-7.092,37.18,515.88,A2356raw14.mat_Line3719,575.819392383706
25,12,0,-255.36,-7.012,37.19,520.62,A2356raw15.mat_Line3720,606.633284685829
25,12,0,-246.22,-6.93,37.2,527.67,A2356raw14.mat_Line3721,583.112617904019
25,12,0,-246.95,-6.843,37.21,536.2,A2356raw14.mat_Line3722,585.07404243112
25,12,0,-253.73,-6.757,37.22,514.74,A2356raw15.mat_Line3723,602.663669810604
25,12,0,-248.28,-6.677,37.23,546.62,A2356raw14.mat_Line3724,588.664911636847
25,12,0,-252.18,-6.586,37.24,503.43,A2356raw15.mat_Line3725,598.831158563673
25,12,0,-246.99,-6.512,37.25,535.91,A2356raw14.mat_Line3726,585.509772788201
25,12,0,-253.27,-6.422,37.26,496.3,A2356raw15.mat_Line3727,601.831023527276
25,12,0,-245.83,-6.349,37.27,516.36,A2356raw14.mat_Line3728,582.697094108053
25,12,0,-245.62,-6.256,37.28,511.39,A2356raw14.mat_Line3729,582.260673481373
25,12,0,-245.97,-6.175,37.29,511.38,A2356raw14.mat_Line3730,583.256486731123
25,12,0,-247.75,-6.101,37.3,515.41,A2356raw14.mat_Line3731,587.936396952649
25,12,0,-248.33,-6.031,37.31,521.93,A2356raw14.mat_Line3732,589.520276002097
25,12,0,-249.28,-5.945,37.32,529.83,A2356raw14.mat_Line3733,592.084345998463
25,12,0,-250.21,-5.873,37.33,536.21,A2356raw14.mat_Line3734,594.58402293607
25,12,0,-250.44,-5.796,37.34,539,A2356raw14.mat_Line3735,595.28338694225
25,12,0,-249.83,-5.72,37.35,536.66,A2356raw14.mat_Line3736,593.810400314286
25,12,0,-249.02,-5.636,37.36,529.99,A2356raw14.mat_Line3737,591.834517738722
25,12,0,-248.29,-5.57,37.37,520.53,A2356raw14.mat_Line3738,590.042798313696
25,12,0,-247.62,-5.492,37.38,512.16,A2356raw14.mat_Line3739,588.426930489548
25,12,0,-247.76,-5.399,37.39,506.72,A2356raw14.mat_Line3740,588.932303501571
25,12,0,-247.91,-5.326,37.4,505.63,A2356raw14.mat_Line3741,589.436606389576
25,12,0,-249.3,-5.25,37.41,507.65,A2356raw14.mat_Line3742,593.160290257938
25,12,0,-251.25,-5.172,37.42,512.31,A2356raw14.mat_Line3743,598.349441271177
25,12,-0,-253.06,-5.092,37.43,517.43,A2356raw14.mat_Line3744,603.192427051324
25,12,0,-253.3,-5.008,37.44,522.08,A2356raw14.mat_Line3745,603.972354682194
25,12,0,-253.43,-4.934,37.45,524.09,A2356raw14.mat_Line3746,604.452680195465
25,12,0,-253.51,-4.845,37.46,522.22,A2356raw14.mat_Line3747,604.838049121269
25,12,0,-252.69,-4.762,37.47,516.8,A2356raw14.mat_Line3748,602.875831292834
25,12,0,-251.48,-4.681,37.48,508.27,A2356raw14.mat_Line3749,599.901175368381
25,12,0,-251.44,-4.596,37.49,499.43,A2356raw14.mat_Line3750,599.984264940582
25,12,0,-252.44,-4.431,37.51,487.33,A2356raw14.mat_Line3752,602.973147307624
25,12,0,-253.34,-4.363,37.52,485.61,A2356raw14.mat_Line3753,605.487638332679
25,12,0,-255.43,-4.271,37.53,485.6,A2356raw14.mat_Line3754,611.182240803827
25,12,0,-257.27,-4.197,37.54,487.14,A2356raw14.mat_Line3755,616.196572356088
25,12,0,-258.43,-4.118,37.55,488.38,A2356raw14.mat_Line3756,619.461323357127
25,12,0,-258.38,-4.043,37.56,488.69,A2356raw14.mat_Line3757,619.554902994789
25,12,0,-257.75,-3.957,37.57,486.68,A2356raw14.mat_Line3758,618.171348392761
25,12,0,-255.45,-3.807,37.59,473.66,A2356raw14.mat_Line3760,612.637509329746
25,12,0,-253.66,-3.647,37.61,455.51,A2356raw14.mat_Line3762,608.516876910906
