AmbientRoomTemperature,ElapsedTime,LongitudinalForce,LateralForce,NormalForce,InclinationAngle,OverturningMoment,AligningTorque,WheelRotationalSpeed,NormalizedLongitudinalForce(FX/FZ),NormalizedLateralForce(FY/FZ),TirePressure,EffectiveRadius,LoadedRadius,RoadSurfaceTemperature,SlipAngle,SlipRatioTextbook,SlipRatioBasedOnRL,TireSurfaceTemperature-Center,TireSurfaceTemperature-Inboard,TireSurfaceTemperature-Outboard,RoadSpeed,testid,tireid,Index
78.38,380.58,3.11,-88.62,-55.07,0.014,-2.64,5.69,-0.04,-0.0565,1.6092,12.09,-99249.84,7.96,90.77,2.205,-0,-1.0001,124.8,127.41,131.55,24.92,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",5039
78.41,380.59,3.41,-86.36,-50.99,-0.002,-3.81,5.25,0.09,-0.067,1.6935,12.08,44221.68,7.96,90.77,2.256,-0,-0.9998,124.78,127.34,131.45,24.91,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",5040
78.43,380.6,2.43,-84.53,-49.32,0.01,-2.36,4.88,0.09,-0.0493,1.7137,12.05,44241.38,7.96,90.83,2.284,-0,-0.9998,124.78,127.28,131.39,24.92,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",5041
78.39,380.61,0.83,-84.48,-48.15,0.001,-2.49,4.53,0.03,-0.0173,1.7544,11.95,159797.08,7.96,90.83,2.326,-0,-1,124.82,127.26,131.35,24.94,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",5042
78.39,380.62,-1.32,-86.05,-48.21,0.004,-2.75,4.44,0.09,0.0275,1.7849,11.89,44300.3,7.96,90.83,2.368,-0,-0.9998,124.84,127.26,131.37,24.96,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",5043
78.42,380.63,-3.29,-88.54,-49.77,0.001,-2.85,4.37,0.09,0.0661,1.779,11.92,44329.36,7.96,90.85,2.421,-0,-0.9998,124.89,127.28,131.39,24.97,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",5044
78.4,380.64,-4.83,-91.53,-51.86,0.007,-3.15,4,0.09,0.0931,1.7648,11.98,44338.5,7.96,90.84,2.454,-0,-0.9998,124.89,127.32,131.37,24.98,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",5045
78.37,380.65,-5.23,-94.34,-54.98,0.007,-2.62,3.52,0.03,0.0952,1.7157,12.08,159924.62,7.96,90.81,2.495,-0,-1,124.91,127.34,131.39,24.97,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",5046
78.4,380.66,-4.44,-96.8,-57.01,0.001,-2.84,3.05,0.09,0.0779,1.6981,12.18,44294.86,7.96,90.8,2.524,-0,-0.9998,124.91,127.43,131.37,24.96,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",5047
78.42,380.67,-2.72,-98.11,-58.03,0.014,-3.23,2.83,-0.04,0.0469,1.6907,12.19,-99383.39,7.96,90.86,2.571,-0,-1.0001,124.89,127.5,131.43,24.96,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",5048
78.39,380.68,-1.31,-97.6,-56.89,0.006,-3.57,1.92,0.03,0.0231,1.7157,12.17,160022.33,7.96,90.9,2.6,-0,-1,124.84,127.52,131.43,24.98,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",5049
78.39,380.69,-0.23,-95.85,-54.79,-0,-3.66,1.05,-0.04,0.0043,1.7492,12.09,-99515.77,7.96,90.9,2.644,-0,-1.0001,124.82,127.48,131.39,25,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",5050
78.42,380.7,0.81,-92.79,-51.76,0.016,-3.32,1.2,0.09,-0.0157,1.7927,12.02,44371.66,7.96,90.93,2.673,-0,-0.9998,124.84,127.45,131.37,25,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",5051
78.41,380.71,0.63,-90.26,-48.76,0.01,-3.02,1.02,0.03,-0.013,1.8511,12,160007.31,7.96,90.92,2.71,-0,-1,124.78,127.37,131.43,24.98,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",5052
78.38,380.72,0.07,-88.86,-46.8,0.012,-2.53,1.75,0.16,-0.0016,1.8985,12.05,25722.67,7.96,90.85,2.747,-0,-0.9997,124.82,127.37,131.39,24.97,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",5053
78.4,380.73,-1.13,-89.29,-46.62,0.006,-1.56,2.66,-0.04,0.0243,1.9154,12.09,-99319.81,7.96,90.79,2.776,-0,-1.0001,124.84,127.3,131.51,24.95,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",5054
78.42,380.74,-2.03,-91.31,-47.49,0.004,-1.68,4.18,-0.04,0.0427,1.9226,12.16,-99246.4,7.97,90.73,2.823,-0,-1.0001,124.97,127.34,131.63,24.93,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",5055
78.4,380.75,-2.11,-94.43,-49.51,0.004,-1.88,6.3,0.09,0.0425,1.9074,12.18,44271.67,7.97,90.71,2.862,-0,-0.9998,125.01,127.39,131.71,24.95,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",5056
78.39,380.76,-1.81,-98.17,-52.1,0.001,-2.58,7.64,-0.04,0.0348,1.8842,12.12,-99332.71,7.97,90.7,2.889,-0,-1.0001,125.1,127.43,131.73,24.96,Cornering,"Hoosier 43075 16x7.5-10 R20, 7 inch rim",5057
